,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA,c_fname,c_lname,gender,probability,count,scholar_id,citedby
10,J,"Padoa-Schioppa, C; Assad, JA",,,,"Padoa-Schioppa, C; Assad, JA",,,Neurons in the orbitofrontal cortex encode economic value,NATURE,,,English,Article,,,,,,,ORBITAL PREFRONTAL CORTEX; FRONTOTEMPORAL DEMENTIA; REWARD PREFERENCE; EXPECTED REWARD; MONKEYS; SIGNALS; LESIONS; CINGULATE; RESPONSES; BEHAVIOR,"Economic choice is the behaviour observed when individuals select one among many available options. There is no intrinsically 'correct' answer: economic choice depends on subjective preferences. This behaviour is traditionally the object of economic analysis(1) and is also of primary interest in psychology(2). However, the underlying mental processes and neuronal mechanisms are not well understood. Theories of human and animal choice(1-3) have a cornerstone in the concept of 'value'. Consider, for example, a monkey offered one raisin versus one piece of apple: behavioural evidence suggests that the animal chooses by assigning values to the two options(4). But where and how values are represented in the brain is unclear. Here we show that, during economic choice, neurons in the orbitofrontal cortex(5-18) (OFC) encode the value of offered and chosen goods. Notably, OFC neurons encode value independently of visuospatial factors and motor responses. If a monkey chooses between A and B, neurons in the OFC encode the value of the two goods independently of whether A is presented on the right and B on the left, or vice versa. This trait distinguishes the OFC from other brain areas in which value modulates activity related to sensory or motor processes(19-25). Our results have broad implications for possible psychological models, suggesting that economic choice is essentially choice between goods rather than choice between actions. In this framework, neurons in the OFC seem to be a good candidate network for value assignment underlying economic choice.","Harvard Univ, Sch Med, Dept Neurobiol, Boston, MA 02115 USA","Padoa-Schioppa, C (reprint author), Harvard Univ, Sch Med, Dept Neurobiol, 220 Longwood Ave, Boston, MA 02115 USA.",camillo@alum.mit.edu,,"Padoa-Schioppa, Camillo/0000-0002-7519-8790","NINDS NIH HHS [R01 NS041000-01, R01 NS041000]",,,30,671,682,3,49,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,11-May,2006,441,7090,,,,,223,226,,10.1038/nature04676,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,040YP,WOS:000237418800047,16633341.0,No,,,11/20/17,ja,assad,male,0.7,77,na,na
11,J,"Satoh-Nagasawa, N; Nagasawa, N; Malcomber, S; Sakai, H; Jackson, D",,,,"Satoh-Nagasawa, N; Nagasawa, N; Malcomber, S; Sakai, H; Jackson, D",,,A trehalose metabolic enzyme controls inflorescence architecture in maize,NATURE,,,English,Article,,,,,,,ARABIDOPSIS-THALIANA; TREHALOSE-6-PHOSPHATE; GENES; GROWTH; SHOOT; IDENTIFICATION; BIOSYNTHESIS; ACCUMULATION; PHOSPHATASES; 6-PHOSPHATE,"Inflorescence branching is a major yield trait in crop plants controlled by the developmental fate of axillary shoot meristems(1). Variations in branching patterns lead to diversity in flower-bearing architectures ( inflorescences) and affect crop yield by influencing seed number or harvesting ability(2,3). Several growth regulators such as auxins, cytokinins and carotenoid derivatives regulate branching architectures(4). Inflorescence branching in maize is regulated by three RAMOSA genes(5). Here we show that one of these genes, RAMOSA3 (RA3), encodes a trehalose-6-phosphate phosphatase expressed in discrete domains subtending axillary inflorescence meristems. Genetic and molecular data indicate that RA3 functions through the predicted transcriptional regulator RAMOSA1 (RA1)(5). We propose that RA3 regulates inflorescence branching by modification of a sugar signal that moves into axillary meristems. Alternatively, the fact that RA3 acts upstream of RA1 supports a hypothesis that RA3 itself may have a transcriptional regulatory function.","Cold Spring Harbor Lab, Cold Spring Harbor, NY 11724 USA; DuPont Crop Genet Expt Stn E353, Wilmington, DE 19880 USA; Univ Missouri, Dept Biol, St Louis, MO 63121 USA","Jackson, D (reprint author), Cold Spring Harbor Lab, 1 Bungtown Rd, Cold Spring Harbor, NY 11724 USA.",jacksond@cshl.edu,,,,,,27,170,184,4,43,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,11-May,2006,441,7090,,,,,227,230,,10.1038/nature04725,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,040YP,WOS:000237418800048,16688177.0,No,,,11/20/17,d,jackson,male,0.79,43,na,na
12,J,"Mangan, PR; Harrington, LE; O'Quinn, DB; Helms, WS; Bullard, DC; Elson, CO; Hatton, RD; Wahl, SM; Schoeb, TR; Weaver, CT",,,,"Mangan, PR; Harrington, LE; O'Quinn, DB; Helms, WS; Bullard, DC; Elson, CO; Hatton, RD; Wahl, SM; Schoeb, TR; Weaver, CT",,,Transforming growth factor-beta induces development of the T(H)17 lineage,NATURE,,,English,Article,,,,,,,CD4(+) T-CELLS; CITROBACTER-RODENTIUM; AUTOIMMUNE INFLAMMATION; EFFACING PATHOGEN; HELPER TYPE-1; TGF-BETA; CYTOKINE; IL-23; DISTINCT; INFECTION,"A new lineage of effector CD4(+) T cells characterized by production of interleukin (IL)-17,the T-helper-17 (T(H)17) lineage, was recently described based on developmental and functional features distinct from those of classical T(H)1 and T(H)2 lineages(1,2). Like T(H)1 and T(H)2, T(H)17 cells almost certainly evolved to provide adaptive immunity tailored to specific classes of pathogens(3), such as extracellular bacteria(4). Aberrant T(H)17 responses have been implicated in a growing list of autoimmune disorders(5-7). T(H)17 development has been linked to IL-23, an IL-12 cytokine family member that shares with IL-12 a common subunit, IL-12p40 (ref. 8). The IL-23 and IL-12 receptors also share a subunit, IL-12R beta 1, that pairs with unique, inducible components, IL-23R and IL-12R beta 2, to confer receptor responsiveness(9). Here we identify transforming growth factor-beta (TGF-beta) as a cytokine critical for commitment to T(H)17 development. TGF-beta acts to upregulate IL-23R expression, thereby conferring responsiveness to IL-23. Although dispensable for the development of IL-17-producing T cells in vitro and in vivo, IL-23 is required for host protection against a bacterial pathogen, Citrobacter rodentium. The action of TGF-beta on naive T cells is antagonized by interferon-gamma and IL-4, thus providing a mechanism for divergence of the T(H)1, T(H)2 and T(H)17 lineages.","Univ Alabama, Dept Pathol, Birmingham, AL 35294 USA; Univ Alabama, Dept Microbiol, Birmingham, AL 35294 USA; Univ Alabama, Dept Genom, Birmingham, AL 35294 USA; Univ Alabama, Dept Med, Birmingham, AL 35294 USA; Natl Inst Dent & Craniofacial Dis, Cellular Immunol Sect, Oral Infect & Immun Branch, NIH, Bethesda, MD 20892 USA","Weaver, CT (reprint author), Univ Alabama, Dept Pathol, Birmingham, AL 35294 USA.",cweaver@uab.edu,"O'Quinn, Darrell/B-3318-2008","Weaver, Casey/0000-0002-2180-1793",,,,26,1960,2099,3,78,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,11-May,2006,441,7090,,,,,231,234,,10.1038/nature04754,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,040YP,WOS:000237418800049,16648837.0,No,,,11/20/17,ct,weaver,female,0.5,20,na,na
13,J,"Bettelli, E; Carrier, YJ; Gao, WD; Korn, T; Strom, TB; Oukka, M; Weiner, HL; Kuchroo, VK",,,,"Bettelli, E; Carrier, YJ; Gao, WD; Korn, T; Strom, TB; Oukka, M; Weiner, HL; Kuchroo, VK",,,Reciprocal developmental pathways for the generation of pathogenic effector T(H)17 and regulatory T cells,NATURE,,,English,Article,,,,,,,MYELIN OLIGODENDROCYTE GLYCOPROTEIN; EXPERIMENTAL AUTOIMMUNE ENCEPHALOMYELITIS; TRANSCRIPTION FACTOR FOXP3; IL-6-DEFICIENT MICE; TGF-BETA; DISTINCT; DIFFERENTIATION; INTERLEUKIN-17; INFLAMMATION; ACTIVATION,"On activation, T cells undergo distinct developmental pathways, attaining specialized properties and effector functions. T-helper (T-H) cells are traditionally thought to differentiate into T(H)1 and T(H)2 cell subsets. T(H)1 cells are necessary to clear intracellular pathogens and T(H)2 cells are important for clearing extracellular organisms(1,2). Recently, a subset of interleukin ( IL)-17-producing T (T(H)17) cells distinct from T(H)1 or T(H)2 cells has been described and shown to have a crucial role in the induction of autoimmune tissue injury(3-5). In contrast, CD4(+) CD25(+) Foxp3(+) regulatory T (T-reg) cells inhibit autoimmunity and protect against tissue injury(6). Transforming growth factor-beta (TGF-beta) is a critical differentiation factor for the generation of T-reg cells(7). Here we show, using mice with a reporter introduced into the endogenous Foxp3 locus, that IL-6, an acute phase protein induced during inflammation(8,9), completely inhibits the generation of Foxp3(+) T-reg cells induced by TGF-beta. We also demonstrate that IL-23 is not the differentiation factor for the generation of T(H)17 cells. Instead, IL-6 and TGF-beta together induce the differentiation of pathogenic T(H)17 cells from naive T cells. Our data demonstrate a dichotomy in the generation of pathogenic (T(H)17) T cells that induce autoimmunity and regulatory (Foxp3(+)) T cells that inhibit autoimmune tissue injury.","Brigham & Womens Hosp, Ctr Neurol Dis, Boston, MA 02115 USA; Harvard Univ, Sch Med, Beth Israel Hosp, Transplant Res Ctr, Boston, MA 02115 USA; Harvard Univ, Sch Med, Brigham & Womens Hosp, Ctr Neurol Dis, Cambridge, MA 02139 USA","Kuchroo, VK (reprint author), Brigham & Womens Hosp, Ctr Neurol Dis, 77 Ave Louis Pasteur, Boston, MA 02115 USA.",moukka@rics.bwh.harvard.edu; vkuchroo@rics.bwh.harvard.edu,,"Korn, Thomas/0000-0002-3633-0955",,,,23,3555,3864,14,248,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,11-May,2006,441,7090,,,,,235,238,,10.1038/nature04753,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,040YP,WOS:000237418800050,16648838.0,No,,,11/20/17,vk,kuchroo,male,0.75,4,na,na
14,J,"Roberts, DM; Nanda, A; Havenga, MJE; Abbink, P; Lynch, DM; Ewald, BA; Liu, J; Thorner, AR; Swanson, PE; Gorgone, DA; Lifton, MA; Lemckert, AAC; Holterman, L; Chen, B; Dilraj, A; Carville, A; Mansfield, KG; Goudsmit, J; Barouch, DH",,,,"Roberts, DM; Nanda, A; Havenga, MJE; Abbink, P; Lynch, DM; Ewald, BA; Liu, J; Thorner, AR; Swanson, PE; Gorgone, DA; Lifton, MA; Lemckert, AAC; Holterman, L; Chen, B; Dilraj, A; Carville, A; Mansfield, KG; Goudsmit, J; Barouch, DH",,,Hexon-chimaeric adenovirus serotype 5 vectors circumvent pre-existing anti-vector immunity,NATURE,,,English,Article,,,,,,,NEUTRALIZING ANTIBODIES; RECOMBINANT ADENOVIRUS; RHESUS-MONKEYS; VACCINE VECTOR; PROTEIN; GENE; IMMUNOGENICITY; VIRUS; RESOLUTION; INFECTION,"A common viral immune evasion strategy involves mutating viral surface proteins in order to evade host neutralizing antibodies. Such immune evasion tactics have not previously been intentionally applied to the development of novel viral gene delivery vectors that overcome the critical problem of anti-vector immunity. Recombinant, replication-incompetent adenovirus serotype 5 (rAd5) vector-based vaccines for human immunodeficiency virus type 1 and other pathogens have proved highly immunogenic in preclinical studies(1,2) but will probably be limited by the high prevalence of pre-existing anti-Ad5 immunity in human populations, particularly in the developing world(3-6). Here we show that rAd5 vectors can be engineered to circumvent anti-Ad5 immunity. We constructed novel chimaeric rAd5 vectors in which the seven short hypervariable regions (HVRs) on the surface of the Ad5 hexon protein were replaced with the corresponding HVRs from the rare adenovirus serotype Ad48. These HVR-chimaeric rAd5 vectors were produced at high titres and were stable through serial passages in vitro. HVR-chimaeric rAd5 vectors expressing simian immunodeficiency virus Gag proved comparably immunogenic to parental rAd5 vectors in naive mice and rhesus monkeys. In the presence of high levels of pre-existing anti-Ad5 immunity, the immunogenicity of HVR-chimaeric rAd5 vectors was not detectably suppressed, whereas the immunogenicity of parental rAd5 vectors was abrogated. These data demonstrate that functionally relevant Ad5-specific neutralizing antibodies are focused on epitopes located within the hexon HVRs. Moreover, these studies show that recombinant viral vectors can be engineered to circumvent pre-existing anti-vector immunity by removing key neutralizing epitopes on the surface of viral capsid proteins. Such chimaeric viral vectors may have important practical implications for vaccination and gene therapy.","Harvard Univ, Sch Med, Beth Israel Deaconess Med Ctr, Div Viral Pathogenesis, Boston, MA 02215 USA; Crucell Holland BV, NL-2301 CA Leiden, Netherlands; Harvard Univ, Sch Med, Childrens Hosp, Mol Med Lab, Boston, MA 02115 USA; S African MRC, ZA-4001 Durban, South Africa; New England Reg Primate Res Ctr, Southborough, MA 01772 USA","Barouch, DH (reprint author), Harvard Univ, Sch Med, Beth Israel Deaconess Med Ctr, Div Viral Pathogenesis, Boston, MA 02215 USA.",dbarouch@bidmc.harvard.edu,,,,,,22,284,292,0,11,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,11-May,2006,441,7090,,,,,239,243,,10.1038/nature04721,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,040YP,WOS:000237418800051,16625206.0,No,,,11/20/17,dh,barouch,male,0.67,3,na,na
15,J,"Namy, O; Moran, SJ; Stuart, DI; Gilbert, RJC; Brierley, I",,,,"Namy, O; Moran, SJ; Stuart, DI; Gilbert, RJC; Brierley, I",,,A mechanical explanation of RNA pseudoknot function in programmed ribosomal frameshifting,NATURE,,,English,Article,,,,,,,ELECTRON-DENSITY MAPS; MESSENGER-RNA; GENE-EXPRESSION; 80S RIBOSOME; SIGNAL; TRANSLOCATION; MICROSCOPY,"The triplet-based genetic code requires that translating ribosomes maintain the reading frame of a messenger RNA faithfully to ensure correct protein synthesis(1). However, in programmed -1 ribosomal frameshifting(2), a specific subversion of frame maintenance takes place, wherein the ribosome is forced to shift one nucleotide backwards into an overlapping reading frame and to translate an entirely new sequence of amino acids. This process is indispensable in the replication of numerous viral pathogens, including HIV and the coronavirus associated with severe acute respiratory syndrome(3), and is also exploited in the expression of several cellular genes(4). Frameshifting is promoted by an mRNA signal composed of two essential elements: a heptanucleotide 'slippery' sequence(5) and an adjacent mRNA secondary structure, most often an mRNA pseudoknot(6). How these components operate together to manipulate the ribosome is unknown. Here we describe the observation of a ribosome - mRNA pseudoknot complex that is stalled in the process of -1 frameshifting. Cryoelectron microscopic imaging of purified mammalian 80S ribosomes from rabbit reticulocytes paused at a coronavirus pseudoknot reveals an intermediate of the frameshifting process. From this it can be seen how the pseudoknot interacts with the ribosome to block the mRNA entrance channel, compromising the translocation process and leading to a spring-like deformation of the P-site transfer RNA. In addition, we identify movements of the likely eukaryotic ribosomal helicase and confirm a direct interaction between the translocase eEF2 and the P-site tRNA. Together, the structural changes provide a mechanical explanation of how the pseudoknot manipulates the ribosome into a different reading frame.","Univ Cambridge, Dept Pathol, Div Virol, Cambridge CB2 1QP, England; Univ Oxford, Div Struct Biol, Oxford OX3 7BN, England; Univ Oxford, Cent Chem Lab, Oxford Ctr Mol Sci, Oxford OX1 3QH, England","Brierley, I (reprint author), Univ Cambridge, Dept Pathol, Div Virol, Tennis Court Rd, Cambridge CB2 1QP, England.",gilbert@strubi.ox.ac.uk; ib103@mole.bio.cam.ac.uk,"Namy, olivier/B-8906-2008","Namy, Olivier/0000-0002-1143-5961","Biotechnology and Biological Sciences Research Council [BB/D013305/1, BB/D009499/1]; Medical Research Council [G0500365]; Wellcome Trust",,,29,155,158,1,15,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,11-May,2006,441,7090,,,,,244,247,,10.1038/nature04735,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,040YP,WOS:000237418800052,16688178.0,No,,,11/20/17,i,brierley,na,na,na,na,na
16,J,"Gridi-Papp, M; Rand, AS; Ryan, MJ",,,,"Gridi-Papp, M; Rand, AS; Ryan, MJ",,,Animal communication: Complex call production in the tungara frog,NATURE,,,English,Article,,,,,,,PHYSALAEMUS-PUSTULOSUS; SEXUAL SELECTION; MORPHOLOGY; SYRINX,,"Smithsonian Trop Res Inst, Balboa, Panama; Univ Texas, Sect Integrat Biol, Austin, TX 78712 USA; Univ Estadual Paulista, Inst Biociencias, Dept Zool, BR-13506900 Sao Paulo, Brazil","Gridi-Papp, M (reprint author), Univ Calif Los Angeles, Dept Physiol Sci, Los Angeles, CA 90095 USA.",mryan@mail.utexas.edu,,,,,,10,52,54,2,24,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,4-May,2006,441,7089,,,,,38,38,,10.1038/441038a,,1,Multidisciplinary Sciences,Science & Technology - Other Topics,038TB,WOS:000237248600025,16672962.0,No,,,11/20/17,mj,ryan,female,0.64,110,na,na
17,J,"Kitajima, TS; Sakuno, T; Ishiguro, K; Iemura, S; Natsume, T; Kawashima, SA; Watanabe, Y",,,,"Kitajima, TS; Sakuno, T; Ishiguro, K; Iemura, S; Natsume, T; Kawashima, SA; Watanabe, Y",,,Shugoshin collaborates with protein phosphatase 2A to protect cohesin,NATURE,,,English,Article,,,,,,,POLO-LIKE KINASE; MEIOSIS-I; OKADAIC ACID; CHROMOSOME SEGREGATION; CENTROMERIC COHESION; SISTER CHROMATIDS; MITOSIS; YEAST; PHOSPHORYLATION; MEI-S332,"Sister chromatid cohesion, mediated by a complex called cohesin, is crucial-particularly at centromeres-for proper chromosome segregation in mitosis and meiosis. In animal mitotic cells, phosphorylation of cohesin promotes its dissociation from chromosomes, but centromeric cohesin is protected by shugoshin until kinetochores are properly captured by the spindle microtubules. However, the mechanism of shugoshin-dependent protection of cohesin is unknown. Here we find a specific subtype of serine/threonine protein phosphatase 2A (PP2A) associating with human shugoshin. PP2A colocalizes with shugoshin at centromeres and is required for centromeric protection. Purified shugoshin complex has an ability to reverse the phosphorylation of cohesin in vitro, suggesting that dephosphorylation of cohesin is the mechanism of protection at centromeres. Meiotic shugoshin of fission yeast also associates with PP2A, with both proteins collaboratively protecting Rec8-containing cohesin at centromeres. Thus, we have revealed a conserved mechanism of centromeric protection of eukaryotic chromosomes in mitosis and meiosis.","Univ Tokyo, Lab Chromosome Dynam, Inst Mol & Cellular Biosci, Tokyo 1130032, Japan; Univ Tokyo, Grad Program Biophys & Biochem, Tokyo 1130032, Japan; Japan Sci & Technol Agcy, SORST, Tokyo 1130032, Japan; Natl Inst Adv Ind Sci & Technol, Biol Informat Res Ctr, Tokyo 1350064, Japan","Watanabe, Y (reprint author), Univ Tokyo, Lab Chromosome Dynam, Inst Mol & Cellular Biosci, Tokyo 1130032, Japan.",ywatanab@iam.u-tokyo.ac.jp,"Kitajima, Tomoya/A-7049-2016; Kawashima, Shigehiro/Q-6937-2017","Kitajima, Tomoya/0000-0002-6486-7143; ",,,,36,324,345,4,24,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,4-May,2006,441,7089,,,,,46,52,,10.1038/nature04663,,7,Multidisciplinary Sciences,Science & Technology - Other Topics,038TB,WOS:000237248600029,16541025.0,No,,,11/20/17,y,watanabe,na,na,na,na,na
18,J,"Riedel, CG; Katis, VL; Katou, Y; Mori, S; Itoh, T; Helmhart, W; Galova, M; Petronczki, M; Gregan, J; Cetin, B; Mudrak, I; Ogris, E; Mechtler, K; Pelletier, L; Buchholz, F; Shirahige, K; Nasmyth, K",,,,"Riedel, CG; Katis, VL; Katou, Y; Mori, S; Itoh, T; Helmhart, W; Galova, M; Petronczki, M; Gregan, J; Cetin, B; Mudrak, I; Ogris, E; Mechtler, K; Pelletier, L; Buchholz, F; Shirahige, K; Nasmyth, K",,,Protein phosphatase 2A protects centromeric sister chromatid cohesion during meiosis I,NATURE,,,English,Article,,,,,,,FISSION YEAST; CHROMOSOME SEGREGATION; SACCHAROMYCES-CEREVISIAE; SCHIZOSACCHAROMYCES-POMBE; REGULATORY SUBUNITS; HUMAN OOCYTES; KINASE CDC5; MORPHOGENESIS; HOMOLOGS; MEI-S332,"Segregation of homologous maternal and paternal centromeres to opposite poles during meiosis I depends on post-replicative crossing over between homologous non-sister chromatids, which creates chiasmata and therefore bivalent chromosomes. Destruction of sister chromatid cohesion along chromosome arms due to proteolytic cleavage of cohesin's Rec8 subunit by separase resolves chiasmata and thereby triggers the first meiotic division. This produces univalent chromosomes, the chromatids of which are held together by centromeric cohesin that has been protected from separase by shugoshin (Sgo1/MEI-S332) proteins. Here we show in both fission and budding yeast that Sgo1 recruits to centromeres a specific form of protein phosphatase 2A (PP2A). Its inactivation causes loss of centromeric cohesin at anaphase I and random segregation of sister centromeres at the second meiotic division. Artificial recruitment of PP2A to chromosome arms prevents Rec8 phosphorylation and hinders resolution of chiasmata. Our data are consistent with the notion that efficient cleavage of Rec8 requires phosphorylation of cohesin and that this is blocked by PP2A at meiosis I centromeres.","Res Inst Mol Pathol, A-1030 Vienna, Austria; Tokyo Inst Technol, Lab Genome Struct & Funct, Div Gene Res, Ctr Biol Resources & Informat,Midori Ku, Yokohama, Kanagawa 2268501, Japan; Mitsubishi Res Inst Inc, Adv Sci & Technol Res Ctr, Chiyoda Ku, Tokyo 1008141, Japan; Med Univ Vienna, Dept Biochem Med, Max F Perutz Labs, Vienna Bioctr, A-1030 Vienna, Austria; MPI CBG, D-01307 Dresden, Germany","Nasmyth, K (reprint author), Univ Oxford, Dept Biochem, S Parks Rd, Oxford OX1 3QU, England.",kim.nasmyth@bioch.ox.ac.uk,"Itoh, Takehiko/E-8873-2014; Gregan, Juraj/I-4161-2014; Buchholz, Frank/B-4700-2017","Itoh, Takehiko/0000-0002-6113-557X; Gregan, Juraj/0000-0002-2989-8374; Buchholz, Frank/0000-0002-4577-3344; Riedel, Christian/0000-0002-3689-8022; Nasmyth, Kim/0000-0001-7030-4403; Petronczki, Mark/0000-0003-0139-5692; Mechtler, Karl/0000-0002-3392-9946",,,,46,266,273,3,23,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,4-May,2006,441,7089,,,,,53,61,,10.1038/nature04664,,9,Multidisciplinary Sciences,Science & Technology - Other Topics,038TB,WOS:000237248600030,16541024.0,No,,,11/20/17,k,nasmyth,male,0.63,49,na,na
19,J,"Giampieri, G; Dougherty, MK; Smith, EJ; Russell, CT",,,,"Giampieri, G; Dougherty, MK; Smith, EJ; Russell, CT",,,A regular period for Saturn's magnetic field that may track its internal rotation,NATURE,,,English,Article,,,,,,,MAGNETOSPHERE; VOYAGER-1; RADIO; ORBIT,"The rotation rate of a planet is one of its fundamental properties. Saturn's rotation, however, is difficult to determine because there is no solid surface from which to time it, and the alternative 'clock'-the magnetic field-is nearly symmetrically aligned with the rotation axis(1-7). Radio emissions, thought to provide a proxy measure of the rotation of the magnetic field, have yielded estimates of the rotation period between 10 h 39 min 22 s and 10 h 45 min 45 s (refs 8-10). Because the period determined from radio measurements exhibits large time variations, even on time-scales of months, it has been uncertain whether the radio-emission periodicity coincides with the inner rotation rate of the planet. Here we report magnetic field measurements that revealed a time-stationary magnetic signal with a period of 10 h 47 min 6 s +/-40 s. The signal appears to be stable in period, amplitude and phase over 14 months of observations, pointing to a close connection with the conductive region inside the planet, although its interpretation as the 'true' inner rotation period is still uncertain.","CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA; Univ London Imperial Coll Sci Technol & Med, Blackett Lab, London SW7 2AZ, England; Univ Calif Los Angeles, Inst Geophys & Planetary Phys, Los Angeles, CA 90025 USA","Giampieri, G (reprint author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.",giacomo.giampieri@jpl.nasa.gov,,"Russell, Christopher/0000-0003-1639-8298",,,,21,86,86,0,3,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,4-May,2006,441,7089,,,,,62,64,,10.1038/nature04750,,3,Multidisciplinary Sciences,Science & Technology - Other Topics,038TB,WOS:000237248600031,16672964.0,No,,,11/20/17,ct,russell,female,0.5,20,na,na
20,J,"Lee, K; Cho, S; Park, SH; Heeger, AJ; Lee, CW; Lee, SH",,,,"Lee, K; Cho, S; Park, SH; Heeger, AJ; Lee, CW; Lee, SH",,,Metallic transport in polyaniline,NATURE,,,English,Article,,,,,,,CONDUCTING POLYMERS; INSULATOR-TRANSITION; DOPED POLYACETYLENE; POLYPYRROLE; BOUNDARY; ACID,"Despite nearly three decades of materials development, the transport properties in the 'metallic state' of the so-called conducting polymers are still not typical of conventional metals(1-7). The hallmark of metallic resistivity-a monotonic decrease in resistivity with temperature-has not been obtained at temperatures over the full range below room temperature; and a frequency dependent conductivity, sigma(omega), typical of metals has also not been observed. In contrast, the low-temperature behaviour of 'metallic' polymers has, in all previous cases, exhibited an increase in resistivity as temperature is further decreased, as a result of disorder-induced localization of the charge carriers(1-4). This disorder-induced localization also changes the infrared response such that sigma(omega) deviates from the prediction of Drude theory(5-7). Here we report classic metallic transport data obtained from truly metallic polymers. With polyaniline samples prepared using self-stabilized dispersion polymerization(8), we find that for samples having room-temperature conductivities in excess of 1,000 S cm(-1), the resistivity decreases monotonically as the temperature is lowered down to 5 K, and that the infrared spectra are characteristic of the conventional Drude model even at the lowest frequencies measured.","Pusan Natl Univ, Dept Phys, Pusan 609735, South Korea; Univ Calif Santa Barbara, Ctr Polymers & Organ Solids, Santa Barbara, CA 93106 USA; Ajou Univ, Dept Mol Sci & Technol, Suwon 442749, South Korea","Lee, K (reprint author), Pusan Natl Univ, Dept Phys, Pusan 609735, South Korea.",kwhlee@pusan.ac.kr; hyja@ajou.ac.kr,"Cho, Shinuk/B-9530-2008","Cho, Shinuk/0000-0002-6855-833X",,,,27,521,531,18,213,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,4-May,2006,441,7089,,,,,65,68,,10.1038/nature04705,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,038TB,WOS:000237248600032,16672965.0,No,,,11/20/17,sh,lee,male,0.67,21,na,na
