PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Zhang, SYL; Yu, Y; Roos, J; Kozak, JA; Deerinck, TJ; Ellisman, MH; Stauderman, KA; Cahalan, MD",,,,"Zhang, SYL; Yu, Y; Roos, J; Kozak, JA; Deerinck, TJ; Ellisman, MH; Stauderman, KA; Cahalan, MD",,,STIM1 is a Ca2+ sensor that activates CRAC channels and migrates from the Ca2+ store to the plasma membrane,NATURE,,,English,Article,,,,,,,OPERATED CALCIUM-CHANNELS; T-LYMPHOCYTES; DEPLETION; INFLUX; CELLS; OSCILLATIONS; INHIBITION; MECHANISMS; FAMILY,"As the sole Ca2+ entry mechanism in a variety of non-excitable cells, store-operated calcium (SOC) influx is important in Ca2+ signalling and many other cellular processes(1-3). A calcium-release-activated calcium ( CRAC) channel in T lymphocytes is the best-characterized SOC influx channel(4-6) and is essential to the immune response, sustained activity of CRAC channels being required for gene expression and proliferation(7-10). The molecular identity and the gating mechanism of SOC and CRAC channels have remained elusive. Previously we identified Stim and the mammalian homologue STIM1 as essential components of CRAC channel activation in Drosophila S2 cells and human T lymphocytes(11). Here we show that the expression of EF-hand mutants of Stim or STIM1 activates CRAC channels constitutively without changing Ca2+ store content. By immunofluorescence, EM localization and surface biotinylation we show that STIM1 migrates from endoplasmic-reticulum-like sites to the plasma membrane upon depletion of the Ca2+ store. We propose that STIM1 functions as the missing link between Ca2+ store depletion and SOC influx, serving as a Ca2+ sensor that translocates upon store depletion to the plasma membrane to activate CRAC channels.","Univ Calif Irvine, Dept Physiol & Biophys, Irvine, CA 92697 USA; Univ Calif Irvine, Ctr Immunol, Irvine, CA 92697 USA; TorreyPines Therapeut Inc, La Jolla, CA 92037 USA; Univ Calif San Diego, Dept Neurosci, La Jolla, CA 92093 USA; Univ Calif San Diego, Natl Ctr Microscopy & Imaging Res, Ctr Res Biol Struct, La Jolla, CA 92093 USA","Cahalan, MD (reprint author), Univ Calif Irvine, Dept Physiol & Biophys, Irvine, CA 92697 USA.",mcahalan@uci.edu,,,"NCI NIH HHS [P30 CA062203]; NINDS NIH HHS [R01 NS014609, R37 NS014609]",,,25,785,821,2,46,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,6-Oct,2005,437,7060,,,,,902,905,,10.1038/nature04147,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,970VB,WOS:000232338600050,16208375,No,,,11/20/17
J,"van den Elzen, P; Garg, S; Leon, L; Brigl, M; Leadbetter, EA; Gumperz, JE; Dascher, CC; Cheng, TY; Sacks, FM; Illarionov, PA; Besra, GS; Kent, SC; Moody, DB; Brenner, MB",,,,"van den Elzen, P; Garg, S; Leon, L; Brigl, M; Leadbetter, EA; Gumperz, JE; Dascher, CC; Cheng, TY; Sacks, FM; Illarionov, PA; Besra, GS; Kent, SC; Moody, DB; Brenner, MB",,,Apolipoprotein-mediated pathways of lipid antigen presentation,NATURE,,,English,Article,,,,,,,TRANSPORT PROTEIN; GENE-EXPRESSION; DENDRITIC CELLS; LYMPHOCYTES-T; NKT CELLS; RECEPTOR; LIPOPROTEINS; ATHEROSCLEROSIS; MACROPHAGES; METABOLISM,"Peptide antigens are presented to T cells by major histocompatibility complex (MHC) molecules, with endogenous peptides presented by MHC class I and exogenous peptides presented by MHC class II. In contrast to the MHC system, CD1 molecules bind lipid antigens that are presented at the antigen-presenting cell (APC) surface to lipid antigen-reactive T cells(1). Because CD1 molecules survey endocytic compartments(2), it is self-evident that they encounter antigens from extracellular sources. However, the mechanisms of exogenous lipid antigen delivery to CD1-antigen-loading compartments are not known. Serum apolipoproteins are mediators of extracellular lipid transport for metabolic needs(3). Here we define the pathways mediating markedly efficient exogenous lipid antigen delivery by apolipoproteins to achieve T-cell activation. Apolipoprotein E binds lipid antigens and delivers them by receptor-mediated uptake into endosomal compartments containing CD1 in APCs. Apolipoprotein E mediates the presentation of serum-borne lipid antigens and can be secreted by APCs as a mechanism to survey the local environment to capture antigens or to transfer microbial lipids from infected cells to bystander APCs. Thus, the immune system has co-opted a component of lipid metabolism to develop immunological responses to lipid antigens.","Harvard Univ, Sch Med, Dept Pathol, Boston, MA 02115 USA; Harvard Univ, Sch Med, Dept Med, Div Rheumatol Allergy & Immunol, Boston, MA 02115 USA; Harvard Univ, Sch Med, Brigham & Womens Hosp, Ctr Neurol Dis, Boston, MA 02115 USA; Harvard Univ, Sch Publ Hlth, Dept Nutr, Boston, MA 02115 USA; Univ Birmingham, Sch Biosci, Birmingham B15 2TT, W Midlands, England","Brenner, MB (reprint author), Harvard Univ, Sch Med, Dept Pathol, Boston, MA 02115 USA.",mbrenner@rics.bwh.harvard.edu,,"Besra, Gurdyal/0000-0002-5605-0395",NHLBI NIH HHS [R01 HL071590]; NIGMS NIH HHS [T32 GM007753]; Wellcome Trust,,,29,223,226,2,17,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,6-Oct,2005,437,7060,,,,,906,910,,10.1038/nature04001,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,970VB,WOS:000232338600051,16208376,No,,,11/20/17
J,"Akeda, Y; Galan, JE",,,,"Akeda, Y; Galan, JE",,,Chaperone release and unfolding of substrates in type III secretion,NATURE,,,English,Article,,,,,,,SALMONELLA-TYPHIMURIUM; ESCHERICHIA-COLI; F0F1 ATPASE; HOST-CELLS; PROTEINS; DOMAINS; OLIGOMERIZATION; RECOGNITION; PHOSPHATASE; PATHOGENS,"Type III protein secretion systems are essential virulence factors of many bacteria pathogenic to humans, animals and plants(1). These systems mediate the transfer of bacterial virulence proteins directly into the host cell cytoplasm. Proteins are thought to travel this pathway in a largely unfolded manner, and a family of customized cytoplasmic chaperones, which specifically bind cognate secreted proteins, are essential for secretion. Here we show that InvC, an ATPase associated with a Salmonella enterica type III secretion system(2), has a critical function in substrate recognition. Furthermore, InvC induces chaperone release from and unfolding of the cognate secreted protein in an ATP-dependent manner. Our results show a similarity between the mechanisms of substrate recognition by type III protein secretion systems and AAA+ ATPase disassembly machines.","Yale Univ, Sch Med, Sect Microbial Pathogenesis, New Haven, CT 06536 USA","Galan, JE (reprint author), Yale Univ, Sch Med, Sect Microbial Pathogenesis, 333 Cedar St, New Haven, CT 06536 USA.",jorge.galan@yale.edu,,,,,,30,248,256,2,19,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,6-Oct,2005,437,7060,,,,,911,915,,10.1038/nature03992,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,970VB,WOS:000232338600052,16208377,No,,,11/20/17
J,"Sowa, Y; Rowe, AD; Leake, MC; Yakushi, T; Homma, M; Ishijima, A; Berry, RM",,,,"Sowa, Y; Rowe, AD; Leake, MC; Yakushi, T; Homma, M; Ishijima, A; Berry, RM",,,Direct observation of steps in rotation of the bacterial flagellar motor,NATURE,,,English,Article,,,,,,,TORQUE-GENERATING UNITS; ESCHERICHIA-COLI; ROTARY MOTOR; NA+-DRIVEN; VIBRIO-ALGINOLYTICUS; PROTONMOTIVE FORCE; F-1-ATPASE; MECHANISM; SPEED; ROTOR,"The bacterial flagellar motor is a rotary molecular machine that rotates the helical filaments that propel many species of swimming bacteria(1,2). The rotor is a set of rings up to 45 nm in diameter in the cytoplasmic membrane(3); the stator contains about ten torque-generating units anchored to the cell wall at the perimeter of the rotor(4,5). The free-energy source for the motor is an inward-directed electrochemical gradient of ions across the cytoplasmic membrane, the protonmotive force or sodium-motive force for H+-driven and Na+-driven motors, respectively. Here we demonstrate a stepping motion of a Na+-driven chimaeric flagellar motor in Escherichia coli(6) at low sodium-motive force and with controlled expression of a small number of torque-generating units. We observe 26 steps per revolution, which is consistent with the periodicity of the ring of FliG protein, the proposed site of torque generation on the rotor(7,8). Backwards steps despite the absence of the flagellar switching protein CheY indicate a small change in free energy per step, similar to that of a single ion transit.","Nagoya Univ, Grad Sch Engn, Dept Appl Phys, Chikusa Ku, Aichi 4648603, Japan; Univ Oxford, Dept Phys, Clarendon Lab, Oxford OX1 3PU, England; Nagoya Univ, Grad Sch Sci, Div Biol Sci, Chikusa Ku, Aichi 4648602, Japan; JST, PRESTO, Kawagoe, Saitama 3320012, Japan","Berry, RM (reprint author), Nagoya Univ, Grad Sch Engn, Dept Appl Phys, Chikusa Ku, Aichi 4648603, Japan.",r.berry1@physics.ox.ac.uk,"Leake, Mark/C-1245-2011; Ishijima, Akihiko/F-4603-2012","Leake, Mark/0000-0002-1715-1249; ",,,,30,159,159,2,35,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,6-Oct,2005,437,7060,,,,,916,919,,10.1038/nature04003,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,970VB,WOS:000232338600053,16208378,No,,,11/20/17
J,"Orr, JC; Fabry, VJ; Aumont, O; Bopp, L; Doney, SC; Feely, RA; Gnanadesikan, A; Gruber, N; Ishida, A; Joos, F; Key, RM; Lindsay, K; Maier-Reimer, E; Matear, R; Monfray, P; Mouchet, A; Najjar, RG; Plattner, GK; Rodgers, KB; Sabine, CL; Sarmiento, JL; Schlitzer, R; Slater, RD; Totterdell, IJ; Weirig, MF; Yamanaka, Y; Yool, A",,,,"Orr, JC; Fabry, VJ; Aumont, O; Bopp, L; Doney, SC; Feely, RA; Gnanadesikan, A; Gruber, N; Ishida, A; Joos, F; Key, RM; Lindsay, K; Maier-Reimer, E; Matear, R; Monfray, P; Mouchet, A; Najjar, RG; Plattner, GK; Rodgers, KB; Sabine, CL; Sarmiento, JL; Schlitzer, R; Slater, RD; Totterdell, IJ; Weirig, MF; Yamanaka, Y; Yool, A",,,Anthropogenic ocean acidification over the twenty-first century and its impact on calcifying organisms,NATURE,,,English,Article,,,,,,,ATMOSPHERIC CARBON-DIOXIDE; PRINCE-WILLIAM-SOUND; TERRA-NOVA BAY; ROSS SEA; ARAGONITE PRODUCTION; PACIFIC SECTOR; SOUTHERN-OCEAN; VERTICAL FLUX; CO2; ANTARCTICA,"Today's surface ocean is saturated with respect to calcium carbonate, but increasing atmospheric carbon dioxide concentrations are reducing ocean pH and carbonate ion concentrations, and thus the level of calcium carbonate saturation. Experimental evidence suggests that if these trends continue, key marine organisms - such as corals and some plankton - will have difficulty maintaining their external calcium carbonate skeletons. Here we use 13 models of the ocean - carbon cycle to assess calcium carbonate saturation under the IS92a 'business-as-usual' scenario for future emissions of anthropogenic carbon dioxide. In our projections, Southern Ocean surface waters will begin to become undersaturated with respect to aragonite, a metastable form of calcium carbonate, by the year 2050. By 2100, this undersaturation could extend throughout the entire Southern Ocean and into the subarctic Pacific Ocean. When live pteropods were exposed to our predicted level of undersaturation during a two-day shipboard experiment, their aragonite shells showed notable dissolution. Our findings indicate that conditions detrimental to high-latitude ecosystems could develop within decades, not centuries as suggested previously.","CEA Saclay, UMR CEA CNRS, Lab Sci Climat & Environm, F-91191 Gif Sur Yvette, France; Calif State Univ San Marcos, Dept Biol Sci, San Marcos, CA 92096 USA; Ctr IRD Bretagne, LOCEAN, F-29280 Plouzane, France; Woods Hole Oceanog Inst, Woods Hole, MA 02543 USA; NOAA, Pacific Marine Environm Lab, Seattle, WA 98115 USA; NOAA, Geophys Fluid Dynam Lab, Princeton, NJ 08542 USA; Univ Calif Los Angeles, Inst Geophys & Planetary Phys, Los Angeles, CA 90095 USA; Frontier Res Ctr Global Change, Yokohama, Kanagawa 2360001, Japan; Univ Bern, Inst Phys, CH-3012 Bern, Switzerland; Princeton Univ, Atmospher & Ocean Sci Program, Princeton, NJ 08544 USA; Natl Ctr Atmospher Res, Boulder, CO 80307 USA; Max Planck Inst Meteorol, D-20146 Hamburg, Germany; CSIRO, Marine Res & Antarctic Climate & Ecosyst CRC, Hobart, Tas 7001, Australia; Univ Liege, Astrophys & Geophys Inst, B-4000 Liege, Belgium; Penn State Univ, Dept Meteorol, University Pk, PA 16802 USA; Univ Paris 06, LOCEAN, F-75252 Paris, France; Alfred Wegener Inst Polar & Marine Res, D-27515 Bremerhaven, Germany; Natl Oceanog Ctr Southampton, Southampton SO14 3ZH, Hants, England","Orr, JC (reprint author), CEA Saclay, UMR CEA CNRS, Lab Sci Climat & Environm, F-91191 Gif Sur Yvette, France.",orr@cea.fr,"Gnanadesikan, Anand/A-2397-2008; Orr, James/C-5221-2009; matear, richard/C-5133-2011; Gruber, Nicolas/B-7013-2009; Yool, Andrew/B-4799-2012; Doney, Scott/F-9247-2010; Mouchet, Anne/K-1911-2014; Aumont, Olivier/G-5207-2016; Yamanaka, Yasuhiro/H-7393-2012; Plattner, Gian-Kasper/A-5245-2016","Gnanadesikan, Anand/0000-0001-5784-1116; Gruber, Nicolas/0000-0002-2085-2310; Yool, Andrew/0000-0002-9879-2776; Doney, Scott/0000-0002-3683-2437; Mouchet, Anne/0000-0002-8846-3063; Aumont, Olivier/0000-0003-3954-506X; Yamanaka, Yasuhiro/0000-0003-3369-3248; Plattner, Gian-Kasper/0000-0002-3765-0045; Orr, James/0000-0002-8707-7080; Joos, Fortunat/0000-0002-9483-6030; bopp, laurent/0000-0003-4732-4953",,,,49,1905,1991,130,1910,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,29-Sep,2005,437,7059,,,,,681,686,,10.1038/nature04095,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,968JD,WOS:000232157900042,16193043,No,,,11/20/17
J,"Palter, JB; Lozier, MS; Barber, RT",,,,"Palter, JB; Lozier, MS; Barber, RT",,,The effect of advection on the nutrient reservoir in the North Atlantic subtropical gyre,NATURE,,,English,Article,,,,,,,SARGASSO SEA; OPEN-OCEAN; VARIABILITY; PRODUCTIVITY; CIRCULATION; WATER,"Though critically important in sustaining the ocean's biological pump, the cycling of nutrients in the subtropical gyres is poorly understood. The supply of nutrients to the sunlit surface layer of the ocean has traditionally been attributed solely to vertical processes. However, horizontal advection may also be important in establishing the availability of nutrients. Here we show that the production and advection of North Atlantic Subtropical Mode Water introduces spatial and temporal variability in the subsurface nutrient reservoir beneath the North Atlantic subtropical gyre. As the mode water is formed, its nutrients are depleted by biological utilization. When the depleted water mass is exported to the gyre, it injects a wedge of low-nutrient water into the upper layers of the ocean. Contrary to intuition, cold winters that promote deep convective mixing and vigorous mode water formation may diminish downstream primary productivity by altering the subsurface delivery of nutrients.","Duke Univ, Nicholas Sch Environm & Earth Sci, Div Earth & Ocean Sci, Durham, NC 27708 USA; Duke Univ, Marine Lab, Nicholas Sch Environm & Earth Sci, Div Coastal Syst Sci & Policy, Beaufort, NC 28516 USA","Palter, JB (reprint author), Duke Univ, Nicholas Sch Environm & Earth Sci, Div Earth & Ocean Sci, Durham, NC 27708 USA.",jbp3@duke.edu,"Palter, Jaime/B-9484-2011",,,,,32,97,97,1,23,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,29-Sep,2005,437,7059,,,,,687,692,,10.1038/nature03969,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,968JD,WOS:000232157900043,16193044,No,,,11/20/17
J,"Ueguchi-Tanaka, M; Ashikari, M; Nakajima, M; Itoh, H; Katoh, E; Kobayashi, M; Chow, TY; Hsing, YIC; Kitano, H; Yamaguchi, I; Matsuoka, M",,,,"Ueguchi-Tanaka, M; Ashikari, M; Nakajima, M; Itoh, H; Katoh, E; Kobayashi, M; Chow, TY; Hsing, YIC; Kitano, H; Yamaguchi, I; Matsuoka, M",,,GIBBERELLIN INSENSITIVE DWARF1 encodes a soluble receptor for gibberellin,NATURE,,,English,Article,,,,,,,HORMONE-SENSITIVE LIPASE; SIGNAL-TRANSDUCTION; SLENDER RICE1; PROTEIN; PATHWAY; MUTANT; GENE; METABOLISM; SEEDLINGS; ALEURONE,"Gibberellins ( GAs) are phytohormones that are essential for many developmental processes in plants. It has been postulated that plants have both membrane-bound and soluble GA receptors; however, no GA receptors have yet been identified. Here we report the isolation and characterization of a new GA-insensitive dwarf mutant of rice, gid1. The GID1 gene encodes an unknown protein with similarity to the hormone-sensitive lipases, and we observed preferential localization of a GID1 - green fluorescent protein (GFP) signal in nuclei. Recombinant glutathione S-transferase (GST) - GID1 had a high affinity only for biologically active GAs, whereas mutated GST - GID1 corresponding to three gid1 alleles had no GA-binding affinity. The dissociation constant for GA(4) was estimated to be around 10(-7) M, enough to account for the GA dependency of shoot elongation. Moreover, GID1 bound to SLR1, a rice DELLA protein, in a GA-dependent manner in yeast cells. GID1 overexpression resulted in a GA-hypersensitive phenotype. Together, our results indicate that GID1 is a soluble receptor mediating GA signalling in rice.","Nagoya Univ, Biosci & Biotechnol Ctr, Nagoya, Aichi 4648601, Japan; Univ Tokyo, Dept Appl Biol Chem, Tokyo 1138657, Japan; Natl Inst Agrobiol Sci, Dept Biochem, Tsukuba, Ibaraki 3058602, Japan; RIKEN, Bioresources Ctr, Tsukuba, Ibaraki 3050074, Japan; Acad Sinica, Inst Bot, Taipei 11529, Taiwan; Univ Tokyo, Biotechnol Res Ctr, Tokyo 1138657, Japan","Matsuoka, M (reprint author), Nagoya Univ, Biosci & Biotechnol Ctr, Nagoya, Aichi 4648601, Japan.",makoto@nuagr1.agr.nagoya-u.ac.jp,"Kobayashi, Masatomo/A-5945-2016",,,,,31,547,650,12,159,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,29-Sep,2005,437,7059,,,,,693,698,,10.1038/nature04028,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,968JD,WOS:000232157900044,16193045,No,,,11/20/17
J,"Colman-Lerner, A; Gordon, A; Serra, E; Chin, T; Resnekov, O; Endy, D; Pesce, CG; Brent, R",,,,"Colman-Lerner, A; Gordon, A; Serra, E; Chin, T; Resnekov, O; Endy, D; Pesce, CG; Brent, R",,,Regulated cell-to-cell variation in a cell-fate decision system,NATURE,,,English,Article,,,,,,,KINASE SIGNALING SPECIFICITY; EUKARYOTIC GENE-EXPRESSION; SACCHAROMYCES-CEREVISIAE; C-ELEGANS; CAENORHABDITIS-ELEGANS; PHEROMONE RESPONSE; PROTEIN-KINASE; SINGLE-CELL; YEAST; NOISE,"Here we studied the quantitative behaviour and cell-to-cell variability of a prototypical eukaryotic cell-fate decision system, the mating pheromone response pathway in yeast. We dissected and measured sources of variation in system output, analysing thousands of individual, genetically identical cells. Only a small proportion of total cell-to-cell variation is caused by random fluctuations in gene transcription and translation during the response ('expression noise'). Instead, variation is dominated by differences in the capacity of individual cells to transmit signals through the pathway ('pathway capacity') and to express proteins from genes ('expression capacity'). Cells with high expression capacity express proteins at a higher rate and increase in volume more rapidly. Our results identify two mechanisms that regulate cell-to-cell variation in pathway capacity. First, the MAP kinase Fus3 suppresses variation at high pheromone levels, while the MAP kinase Kss1 enhances variation at low pheromone levels. Second, pathway capacity and expression capacity are negatively correlated, suggesting a compensatory mechanism that allows cells to respond more precisely to pheromone in the presence of a large variation in expression capacity.","Inst Mol Sci, Berkeley, CA 94704 USA; MIT, Div Biol Engn, Cambridge, MA 02139 USA","Gordon, A (reprint author), Inst Mol Sci, 2168 Shattuck Ave, Berkeley, CA 94704 USA.",gordon@molsci.org; brent@molsci.org,"Serra, Eduard/K-1332-2013","Serra, Eduard/0000-0003-2895-9857; Endy, Drew/0000-0001-6952-8098; Colman-Lerner, Alejandro A/0000-0002-2557-8883",,,,38,261,266,1,20,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,29-Sep,2005,437,7059,,,,,699,706,,10.1038/nature03998,,8,Multidisciplinary Sciences,Science & Technology - Other Topics,968JD,WOS:000232157900045,16170311,No,,,11/20/17
J,"Dekel, A; Stoehr, F; Mamon, GA; Cox, TJ; Novak, GS; Primack, JR",,,,"Dekel, A; Stoehr, F; Mamon, GA; Cox, TJ; Novak, GS; Primack, JR",,,Lost and found dark matter in elliptical galaxies,NATURE,,,English,Article,,,,,,,CCD SURFACE PHOTOMETRY; COSMOLOGICAL SIMULATIONS; PLANETARY-NEBULAE; KINEMATICAL DATA; DYNAMICS; CONDENSATION; EVOLUTION; ROTATION; PROFILE; DEARTH,"There is strong evidence that the mass of the Universe is dominated by dark matter, which exerts gravitational attraction but whose exact nature is unknown. In particular, all galaxies are believed to be embedded in massive haloes of dark matter(1,2). This view has recently been challenged by the observation of surprisingly low random stellar velocities in the outskirts of ordinary elliptical galaxies, which has been interpreted as indicating a lack of dark matter(3,4). Here we show that the low velocities are in fact compatible with galaxy formation in dark-matter haloes. Using numerical simulations of disk-galaxy mergers(5,6), we find that the stellar orbits in the outer regions of the resulting ellipticals are very elongated. These stars were torn by tidal forces from their original galaxies during the first close passage and put on outgoing trajectories. The elongated orbits, combined with the steeply falling density profile of the observed tracers, explain the observed low velocities even in the presence of large amounts of dark matter. Projection effects when viewing a triaxial elliptical can lead to even lower observed velocities along certain lines of sight.","Hebrew Univ Jerusalem, Racah Inst Phys, IL-91904 Jerusalem, Israel; Inst Astrophys, F-75014 Paris, France; Observ Paris, F-92195 Meudon, France; Univ Calif Santa Cruz, Univ Calif Observ, Lick Observ, Dept Phys, Santa Cruz, CA 95064 USA; Harvard Univ, Ctr Astrophys, Cambridge, MA 02138 USA","Dekel, A (reprint author), Hebrew Univ Jerusalem, Racah Inst Phys, IL-91904 Jerusalem, Israel.",dekel@phys.huji.ac.il,,"Mamon, Gary/0000-0001-8956-5953",,,,30,138,139,0,4,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,29-Sep,2005,437,7059,,,,,707,710,,10.1038/nature03970,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,968JD,WOS:000232157900046,16193046,No,,,11/20/17
J,"Rolles, D; Braune, M; Cvejanovic, S; Gessner, O; Hentges, R; Korica, S; Langer, B; Lischke, T; Prumper, G; Reinkoster, A; Viefhaus, J; Zimmermann, BR; McKoy, V; Becker, U",,,,"Rolles, D; Braune, M; Cvejanovic, S; Gessner, O; Hentges, R; Korica, S; Langer, B; Lischke, T; Prumper, G; Reinkoster, A; Viefhaus, J; Zimmermann, BR; McKoy, V; Becker, U",,,Isotope-induced partial localization of core electrons in the homonuclear molecule N-2,NATURE,,,English,Article,,,,,,,PHOTOELECTRON ANGULAR-DISTRIBUTION; GERADE SYMMETRY-BREAKING; K-SHELL PHOTOIONIZATION; SHAPE RESONANCES; IONIZATION; DECAY; SPECTROSCOPY; TRANSITION; EMISSION,"Because of inversion symmetry and particle exchange, all constituents of homonuclear diatomic molecules are in a quantum mechanically non-local coherent state; this includes the nuclei and deep-lying core electrons. Hence, the molecular photoemission can be regarded as a natural double-slit experiment(1): coherent electron emission originates from two identical sites, and should give rise to characteristic interference patterns(2). However, the quantum coherence is obscured if the two possible symmetry states of the electronic wavefunction ('gerade' and 'ungerade') are degenerate; the sum of the two exactly resembles the distinguishable, incoherent emission from two localized core sites. Here we observe the coherence of core electrons in N-2 through a direct measurement of the interference exhibited in their emission. We also explore the gradual transition to a symmetry-broken system of localized electrons by comparing different isotope-substituted species - a phenomenon analogous to the acquisition of partial 'which-way' information in macroscopic double-slit experiments(3).","Max Planck Gesell, Fritz Haber Inst, D-14195 Berlin, Germany; Max Born Inst Nichtlineare Opt & Kurzzeitspektros, D-12489 Berlin, Germany; CALTECH, Pasadena, CA 91125 USA","Becker, U (reprint author), Max Planck Gesell, Fritz Haber Inst, D-14195 Berlin, Germany.",becker_u@fhi-berlin.mpg.de,"Rolles, Daniel/C-2384-2008; Langer, Burkhard/A-6504-2013; Becker, Uwe/A-6604-2013; Lischke, Toralf/B-8369-2013",,,,,33,125,127,2,21,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,1476-4687,,NATURE,Nature,29-Sep,2005,437,7059,,,,,711,715,,10.1038/nature04040,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,968JD,WOS:000232157900047,16193047,No,,,11/20/17
J,"Zou, XD; Conradsson, T; Klingstedt, M; Dadachov, MS; O'Keeffe, M",,,,"Zou, XD; Conradsson, T; Klingstedt, M; Dadachov, MS; O'Keeffe, M",,,A mesoporous germanium oxide with crystalline pore walls and its chiral derivative,NATURE,,,English,Article,,,,,,,MOLECULAR-SIEVE; CHANNELS; SURFACES; DENSITY; SILICA,"Microporous oxides are inorganic materials with wide applications in separations, ion exchange and catalysis(1-3). In such materials, an important determinant of pore size is the number of M ( where M = Si, Ge and so on) atoms in the rings delineating the channels(1). The important faujasite structure exhibits 12-ring structures while those of zeolites(4,5), germanates(6-8) and other(8) materials can be much larger. Recent attention has focused on mesoporous materials with larger pores of nanometre scale(9-11); however, with the exception of an inorganic - organic hybrid(12), these have amorphous pore walls, limiting many applications. Chiral porous oxides are particularly desirable for enantioselective sorption and catalysis(13). However, they are very rare in microporous(14,15) and mesoporous(16) materials. Here we describe a mesoporous germanium oxide, SU-M, with gyroidal channels separated by crystalline walls that lie about the G ( gyroid) minimal surface as in the mesoporous MCM-48 (ref. 9). It has the largest primitive cell and lowest framework density of any inorganic material and channels that are defined by 30-rings. One of the two gyroidal channel systems of SU-M can be filled with additional oxide, resulting in a mesoporous crystal (SU-MB) with chiral channels.","Stockholm Univ, SE-10691 Stockholm, Sweden; Corpuscular Inc, Mahopac, NY 10541 USA; Arizona State Univ, Dept Chem & Biochem, Tempe, AZ 85287 USA","Zou, XD (reprint author), Stockholm Univ, SE-10691 Stockholm, Sweden.",zou@struc.su.se,,,,,,29,206,208,6,87,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,29-Sep,2005,437,7059,,,,,716,719,,10.1038/nature04097,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,968JD,WOS:000232157900048,16193048,No,,,11/20/17
