PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Fimia, GM; Stoykova, A; Romagnoli, A; Giunta, L; Di Bartolomeo, S; Nardacci, R; Corazzari, M; Fuoco, C; Ucar, A; Schwartz, P; Gruss, P; Piacentini, M; Chowdhury, K; Cecconi, F",,,,"Fimia, Gian Maria; Stoykova, Anastassia; Romagnoli, Alessandra; Giunta, Luigi; Di Bartolomeo, Sabrina; Nardacci, Roberta; Corazzari, Marco; Fuoco, Claudia; Ucar, Ahmet; Schwartz, Peter; Gruss, Peter; Piacentini, Mauro; Chowdhury, Kamal; Cecconi, Francesco",,,Ambra1 regulates autophagy and development of the nervous system,NATURE,,,English,Article,,,,,,,CELL-DEATH; EMBRYONIC-DEVELOPMENT; MOLECULAR MACHINERY; TUMOR-SUPPRESSOR; GENE; APOPTOSIS; MICE; PROTEINS; BECLIN-1; TUMORIGENESIS,"Autophagy is a self-degradative process involved both in basal turnover of cellular components and in response to nutrient starvation or organelle damage in a wide range of eukaryotes(1-3). During autophagy, portions of the cytoplasm are sequestered by double-membraned vesicles called autophagosomes, and are degraded after fusion with lysosomes for subsequent recycling(4). In vertebrates, this process acts as a pro-survival or pro-death mechanism in different physiological and pathological conditions, such as neurodegeneration and cancer(2,5-7); however, the roles of autophagy during embryonic development are still largely uncharacterized(3). Beclin1 (Becn1; coiled-coil, myosin-like BCL2-interacting protein) is a principal regulator in autophagosome formation, and its deficiency results in early embryonic lethality(8,9). Here we show that Ambra1 (activating molecule in Beclin1-regulated autophagy), a large, previously unknown protein bearing a WD40 domain at its amino terminus, regulates autophagy and has a crucial role in embryogenesis. We found that Ambra1 is a positive regulator of the Becn1-dependent programme of autophagy, as revealed by its overexpression and by RNA interference experiments in vitro. Notably, Ambra1 functional deficiency in mouse embryos leads to severe neural tube defects associated with autophagy impairment, accumulation of ubiquitinated proteins, unbalanced cell proliferation and excessive apoptotic cell death. In addition to identifying a new and essential element regulating the autophagy programme, our results provide in vivo evidence supporting the existence of a complex interplay between autophagy, cell growth and cell death required for neural development in mammals.","Univ Roma Tor Vergata, Dept Biol, Dulbecco Telethon Inst, I-00133 Rome, Italy; Max Planck Inst Biophys Chem, Dept Mol Cell Biol, D-37077 Gottingen, Germany; IRCCS L Spallanzani, Natl Inst Infect Dis, I-00149 Rome, Italy; IRCCS, Fdn St Lucia, Lab Mol Neuroembryol, I-00143 Rome, Italy; Univ Gottingen, Dept Anat & Embryol, D-37085 Gottingen, Germany","Cecconi, F (reprint author), Univ Roma Tor Vergata, Dept Biol, Dulbecco Telethon Inst, I-00133 Rome, Italy.",kchowdh@gwdg.de; francesco.cecconi@uniroma2.it,"Ucar, Ahmet/E-8981-2012; Nardacci, Roberta/K-6555-2016; Corazzari, Marco/K-6422-2016; Piacentini, Mauro/I-2411-2016","Nardacci, Roberta/0000-0002-9209-1207; Corazzari, Marco/0000-0002-6246-5968; Piacentini, Mauro/0000-0003-2919-1296; DI BARTOLOMEO, Sabrina/0000-0002-5748-1541; Ucar, Ahmet/0000-0002-6551-3486; romagnoli, alessandra/0000-0003-4946-6138; Cecconi, Francesco/0000-0002-5614-4359",Telethon [TCR04004],,,34,482,503,6,59,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,28-Jun,2007,447,7148,,,,,1121,U14,,10.1038/nature05925,,7,Multidisciplinary Sciences,Science & Technology - Other Topics,183HT,WOS:000247564600039,17589504,No,,,11/20/17
J,"Molnar, A; Schwach, F; Studholme, DJ; Thuenemann, EC; Baulcombe, DC",,,,"Molnar, Attila; Schwach, Frank; Studholme, David J.; Thuenemann, Eva C.; Baulcombe, David C.",,,miRNAs control gene expression in the single-cell alga Chlamydomonas reinhardtii,NATURE,,,English,Article,,,,,,,TRANS-ACTING SIRNAS; SMALL RNAS; INTERFERING RNAS; ARABIDOPSIS; MICRORNAS; SEQUENCES; PLANTS; METHYLATION; BIOGENESIS; CLONING,"MicroRNAs (miRNAs) in eukaryotes guide post-transcriptional regulation by means of targeted RNA degradation and translational arrest(1). They are released by a Dicer nuclease as a 21-24-nucleotide RNA duplex from a precursor in which an imperfectly matched inverted repeat forms a partly double-stranded region. One of the two strands is then recruited by an Argonaute nuclease that is the effector protein of the silencing mechanism. Short interfering RNAs (siRNAs), which are similar to miRNAs, are also produced by Dicer but the precursors are perfectly double-stranded RNA. These siRNAs guide post-transcriptional regulation, as with miRNAs, and epigenetic genome modification. Diverse eukaryotes including fungi, plants, protozoans and metazoans produce siRNAs(2-5) but, until now, miRNAs have not been described in unicellular organisms and it has been suggested that they evolved together with multicellularity in separate plant and animal lineages(6). Here we show that the unicellular alga Chlamydomonas reinhardtii contains miRNAs, putative evolutionary precursors of miRNAs and species of siRNAs resembling those in higher plants. The common features of miRNAs and siRNAs in an alga and in higher plants indicate that complex RNA-silencing systems evolved before multicellularity and were a feature of primitive eukaryotic cells.","John Innes Ctr Plant Sci Res, Sainsbury Lab, Norwich NR4 7UH, Norfolk, England; Univ E Anglia, Sch Comp Sci, Norwich NR4 7TJ, Norfolk, England","Baulcombe, DC (reprint author), John Innes Ctr Plant Sci Res, Sainsbury Lab, Norwich NR4 7UH, Norfolk, England.",david.baulcombe@tsl.ac.uk,"Molnar, Attila/F-5833-2011","Schwach, Frank/0000-0001-5495-7535; Studholme, David/0000-0002-3010-6637; Baulcombe, David/0000-0003-0780-6878",,,,30,282,345,2,67,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,28-Jun,2007,447,7148,,,,,1126,U15,,10.1038/nature05903,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,183HT,WOS:000247564600040,17538623,No,,,11/20/17
J,"He, L; He, XY; Lim, LP; De Stanchina, E; Xuan, ZY; Liang, Y; Xue, W; Zender, L; Magnus, J; Ridzon, D; Jackson, AL; Linsley, PS; Chen, CF; Lowe, SW; Cleary, MA; Hannon, GJ",,,,"He, Lin; He, Xingyue; Lim, Lee P.; De Stanchina, Elisa; Xuan, Zhenyu; Liang, Yu; Xue, Wen; Zender, Lars; Magnus, Jill; Ridzon, Dana; Jackson, Aimee L.; Linsley, Peter S.; Chen, Caifu; Lowe, Scott W.; Cleary, Michele A.; Hannon, Gregory J.",,,A microRNA component of the p53 tumour suppressor network,NATURE,,,English,Article,,,,,,,SHORT-INTERFERING RNAS; HUMAN CANCERS; EXPRESSION; TRANSCRIPTION; RESPONSES; PATHWAY; TARGETS; GENES; PCR,"A global decrease in microRNA (miRNA) levels is often observed in human cancers(1,2), indicating that small RNAs may have an intrinsic function in tumour suppression. To identify miRNA components of tumour suppressor pathways, we compared miRNA expression profiles of wild-type and p53-deficient cells. Here we describe a family of miRNAs, miR-34a-c, whose expression reflected p53 status. Genes encoding miRNAs in the miR-34 family are direct transcriptional targets of p53, whose induction by DNA damage and oncogenic stress depends on p53 both in vitro and in vivo. Ectopic expression of miR-34 induces cell cycle arrest in both primary and tumour-derived cell lines, which is consistent with the observed ability of miR-34 to downregulate a programme of genes promoting cell cycle progression. The p53 network suppresses tumour formation through the coordinated activation of multiple transcriptional targets, and miR-34 may act in concert with other effectors to inhibit inappropriate cell proliferation.","Rosetta Inpharmat, Seattle, WA 98109 USA; Cold Spring Harbor Lab, Howard Hughes Med Inst, Watson Sch Biol Sci, Cold Spring Harbor, NY 11724 USA; SUNY Stony Brook, Genet Program, Stony Brook, NY 11794 USA; Appl Biosyst Inc, Adv Res & Technol, Foster City, CA 94404 USA","Cleary, MA (reprint author), Rosetta Inpharmat, 401 Terry Ave N, Seattle, WA 98109 USA.",michele_cleary@merck.com; hannon@cshl.org,,"Jackson, Aimee/0000-0002-3786-7391","NCI NIH HHS [K99 CA126186, K99 CA126186-01, P01 CA013106, P01 CA087497, P30 CA008748]",,,29,1636,1759,18,217,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,28-Jun,2007,447,7148,,,,,1130,U16,,10.1038/nature05939,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,183HT,WOS:000247564600041,17554337,No,Y,N,11/20/17
J,"Jin, JP; Li, X; Gygi, SP; Harper, JW",,,,"Jin, Jianping; Li, Xue; Gygi, Steven P.; Harper, J. Wade",,,Dual E1 activation systems for ubiquitin differentially regulate E2 enzyme charging,NATURE,,,English,Article,,,,,,,CYCLE MUTANT TS85; AFFINITY PURIFICATION; PROTEIN-ACTIVATION; DEGRADATION; CONJUGATION; COMPLEX; TRANSCRIPTOMES; RECRUITMENT; RESOLUTION; MECHANISM,"Modification of proteins with ubiquitin or ubiquitin-like proteins (UBLs) by means of an E1-E2-E3 cascade controls many signalling networks(1-3). Ubiquitin conjugation involves adenylation and thioesterification of the carboxy-terminal carboxylate of ubiquitin by the E1-activating enzyme Ube1 (Uba1 in yeast), followed by ubiquitin transfer to an E2-conjugating enzyme through a trans-thiolation reaction(4-7). Charged E2s function with E3s to ubiquitinate substrates(1). It is currently thought that Ube1/Uba1 is the sole E1 for charging of E2s with ubiquitin in animals and fungi(1,8). Here we identify a divergent E1 in vertebrates and sea urchin, Uba6, which specifically activates ubiquitin but not other UBLs in vitro and in vivo. Human Uba6 and Ube1 have distinct preferences for E2 charging in vitro, and their specificity depends in part on their C-terminal ubiquitin-fold domains, which recruit E2s. In tissue culture cells, Uba6 is required for charging a previously uncharacterized Uba6-specific E2 (Use1), whereas Ube1 is required for charging the cell-cycle E2s Cdc34A and Cdc34B. Our data reveal unexpected complexity in the pathways that control the conjugation of ubiquitin, in which dual E1s orchestrate the charging of distinct cohorts of E2s.","Harvard Univ, Sch Med, Dept Pathol, Boston, MA 02115 USA; Harvard Univ, Sch Med, Dept Cell Biol, Boston, MA 02115 USA","Harper, JW (reprint author), Harvard Univ, Sch Med, Dept Pathol, 77 Ave Louis Pasteur, Boston, MA 02115 USA.",wade_harper@hms.harvard.edu,,,NIA NIH HHS [R01 AG011085],,,30,165,169,2,17,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,28-Jun,2007,447,7148,,,,,1135,U17,,10.1038/nature05902,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,183HT,WOS:000247564600042,17597759,No,,,11/20/17
J,"Furuhashi, M; Tuncman, G; Gorgun, CZ; Makowski, L; Atsumi, G; Vaillancourt, E; Kono, K; Babaev, VR; Fazio, S; Linton, MF; Sulsky, R; Robl, JA; Parker, RA; Hotamisligil, GS",,,,"Furuhashi, Masato; Tuncman, Guerol; Goerguen, Cem Z.; Makowski, Liza; Atsumi, Genichi; Vaillancourt, Eric; Kono, Keita; Babaev, Vladimir R.; Fazio, Sergio; Linton, MacRae F.; Sulsky, Richard; Robl, Jeffrey A.; Parker, Rex A.; Hotamisligil, Goekhan S.",,,Treatment of diabetes and atherosclerosis by inhibiting fatty-acid-binding protein aP2,NATURE,,,English,Article,,,,,,,HUMAN THP-1 MACROPHAGES; FOAM CELL-FORMATION; INSULIN-RESISTANCE; METABOLIC-RESPONSES; MURINE MACROPHAGES; DEFICIENT MICE; EXPRESSION; OBESITY; GENE; ACTIVATION,"Adipocyte fatty-acid-binding protein, aP2 (FABP4) is expressed in adipocytes and macrophages, and integrates inflammatory and metabolic responses. Studies in aP2-deficient mice have shown that this lipid chaperone has a significant role in several aspects of metabolic syndrome, including type 2 diabetes and atherosclerosis. Here we demonstrate that an orally active small-molecule inhibitor of aP2 is an effective therapeutic agent against severe atherosclerosis and type 2 diabetes in mouse models. In macrophage and adipocyte cell lines with or without aP2, we also show the target specificity of this chemical intervention and its mechanisms of action on metabolic and inflammatory pathways. Our findings demonstrate that targeting aP2 with small-molecule inhibitors is possible and can lead to a new class of powerful therapeutic agents to prevent and treat metabolic diseases such as type 2 diabetes and atherosclerosis.","Harvard Univ, Sch Publ Hlth, Dept Genet & Complex Dis, Boston, MA 02115 USA; Vanderbilt Univ, Med Ctr, Dept Med, Nashville, TN 37232 USA; Bristol Myers Squibb Co, Pharmaceut Res Inst, Princeton, NJ 08543 USA","Hotamisligil, GS (reprint author), Harvard Univ, Sch Publ Hlth, Dept Genet & Complex Dis, 665 Huntington Ave, Boston, MA 02115 USA.",ghotamis@hsph.harvard.edu,,"Makowski, Liza/0000-0002-5337-8037",NHLBI NIH HHS [F32 HL075970],,,28,359,387,3,49,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,21-Jun,2007,447,7147,,,,,959,U2,,10.1038/nature05844,,9,Multidisciplinary Sciences,Science & Technology - Other Topics,180NU,WOS:000247373100038,17554340,No,Y,N,11/20/17
J,"Maser, RS; Choudhury, B; Campbell, PJ; Feng, B; Wong, KK; Protopopov, A; O'Neil, J; Gutierrez, A; Ivanova, E; Perna, I; Lin, E; Mani, V; Jiang, S; McNamara, K; Zaghlul, S; Edkins, S; Stevens, C; Brennan, C; Martin, ES; Wiedemeyer, R; Kabbarah, O; Nogueira, C; Histen, G; Aster, J; Mansour, M; Duke, V; Foroni, L; Fielding, AK; Goldstone, AH; Rowe, JM; Wang, YQA; Look, AT; Stratton, MR; Chin, L; Futreal, PA; DePinho, RA",,,,"Maser, Richard S.; Choudhury, Bhudipa; Campbell, Peter J.; Feng, Bin; Wong, Kwok-Kin; Protopopov, Alexei; O'Neil, Jennifer; Gutierrez, Alejandro; Ivanova, Elena; Perna, Ilana; Lin, Eric; Mani, Vidya; Jiang, Shan; McNamara, Kate; Zaghlul, Sara; Edkins, Sarah; Stevens, Claire; Brennan, Cameron; Martin, Eric S.; Wiedemeyer, Ruprecht; Kabbarah, Omar; Nogueira, Cristina; Histen, Gavin; Aster, Jon; Mansour, Marc; Duke, Veronique; Foroni, Letizia; Fielding, Adele K.; Goldstone, Anthony H.; Rowe, Jacob M.; Wang, Yaoqi A.; Look, A. Thomas; Stratton, Michael R.; Chin, Lynda; Futreal, P. Andrew; DePinho, Ronald A.",,,Chromosomally unstable mouse tumours have genomic alterations similar to diverse human cancers,NATURE,,,English,Article,,,,,,,ACUTE LYMPHOBLASTIC-LEUKEMIA; DNA COPY NUMBER; LI-FRAUMENI-SYNDROME; HUMAN LUNG-CANCER; TELOMERE DYSFUNCTION; PANCREATIC ADENOCARCINOMA; GENE AMPLIFICATION; SUPPRESSOR PATHWAY; MUTATIONS; MICE,"Highly rearranged and mutated cancer genomes present major challenges in the identification of pathogenetic events driving the neoplastic transformation process. Here we engineered lymphoma-prone mice with chromosomal instability to assess the usefulness of mouse models in cancer gene discovery and the extent of cross-species overlap in cancer-associated copy number aberrations. Along with targeted re-sequencing, our comparative oncogenomic studies identified FBXW7 and PTEN to be commonly deleted both in murine lymphomas and in human T-cell acute lymphoblastic leukaemia/lymphoma (T-ALL). The murine cancers acquire widespread recurrent amplifications and deletions targeting loci syntenic to those not only in human T-ALL but also in diverse human haematopoietic, mesenchymal and epithelial tumours. These results indicate that murine and human tumours experience common biological processes driven by orthologous genetic events in their malignant evolution. The highly concordant nature of genomic events encourages the use of genomically unstable murine cancer models in the discovery of biological driver events in the human oncogenome.","Dana Farber Canc Inst, Dept Med Oncol, Boston, MA 02115 USA; Dana Farber Canc Inst, Belfer Inst Innovat Canc Sci, Ctr Appl Canc Sci, Boston, MA 02115 USA; Dana Farber Canc Inst, Dept Pediat Oncol, Boston, MA 02115 USA; Wellcome Trust Sanger Inst, Canc Genome Project, Cambridge CB10 1SA, England; Childrens Hosp, Div Hematol, Boston, MA 02115 USA; Mem Sloan Kettering Canc Ctr, Dept Neurosurg, New York, NY 10021 USA; Harvard Univ, Sch Med, Dept Pathol, Boston, MA 02115 USA; Harvard Univ, Sch Med, Dept Dermatol, Boston, MA 02115 USA; Harvard Univ, Sch Med, Dept Genet & Med, Boston, MA 02115 USA; Royal Free & Univ Coll Med Sch, London NW3 2PF, England; UCL Hosp, London NW1 2BU, England; Technion Israel Inst Technol, IL-31096 Haifa, Israel; Rambam Med Ctr, IL-31096 Haifa, Israel","DePinho, RA (reprint author), Dana Farber Canc Inst, Dept Med Oncol, Boston, MA 02115 USA.",ron_depinho@dfci.harvard.edu,"Fielding, adele/B-2848-2009; Choudhury, Bhudipa/D-3863-2011; Maser, Richard/B-2970-2012; Fielding, Adele/J-6949-2013; Nogueira, Cristina/N-4574-2015","Choudhury, Bhudipa/0000-0002-1392-6414; Fielding, Adele/0000-0002-4746-7789; Nogueira, Cristina/0000-0002-0853-5304; Gutierrez, Alejandro/0000-0002-0249-9007; Brennan, Cameron/0000-0003-4064-8891; wong, kwok kin/0000-0001-6323-235X","Medical Research Council [G0500389]; Wellcome Trust [, 077012, 088340]",,,50,256,263,1,14,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,21-Jun,2007,447,7147,,,,,966,U3,,10.1038/nature05886,,7,Multidisciplinary Sciences,Science & Technology - Other Topics,180NU,WOS:000247373100039,17515920,No,,,11/20/17
J,"Foster, SL; Hargreaves, DC; Medzhitov, R",,,,"Foster, Simmie L.; Hargreaves, Diana C.; Medzhitov, Ruslan",,,Gene-specific control of inflammation by TLR-induced chromatin modifications,NATURE,,,English,Article,,,,,,,TOLL-LIKE RECEPTORS; KAPPA-B; MACROPHAGE ACTIVATION; HISTONE MODIFICATIONS; MOLECULAR-MECHANISMS; MURINE MACROPHAGES; MESSENGER-RNA; TNF-ALPHA; IN-VITRO; LIPOPOLYSACCHARIDE,"Toll-like receptors (TLRs) induce a multi-component inflammatory response that must be tightly regulated to avoid tissue damage. Most known regulatory mechanisms target TLR signalling pathways and thus broadly inhibit multiple aspects of the inflammatory response. Given the functional diversity of TLR-induced genes, we proposed that additional, gene-specific regulatory mechanisms exist to allow individual aspects of the TLR-induced response to be differentially regulated. Using an in vitro system of lipopolysaccharide tolerance in murine macrophages, we show that TLR-induced genes fall into two categories on the basis of their functions and regulatory requirements. We demonstrate that representatives from the two classes acquire distinct patterns of TLR-induced chromatin modifications. These gene-specific chromatin modifications are associated with transient silencing of one class of genes, which includes pro-inflammatory mediators, and priming of the second class, which includes antimicrobial effectors. These findings illustrate an adaptive response in macrophages and reveal component-specific regulation of inflammation.","Yale Univ, Sch Med, Howard Hughes Med Inst, New Haven, CT 06405 USA; Yale Univ, Sch Med, Dept Immunobiol, New Haven, CT 06405 USA","Medzhitov, R (reprint author), Yale Univ, Sch Med, Howard Hughes Med Inst, New Haven, CT 06405 USA.",ruslan.medzhitov@yale.edu,,,,,,37,544,565,4,42,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,21-Jun,2007,447,7147,,,,,972,U4,,10.1038/nature05836,,8,Multidisciplinary Sciences,Science & Technology - Other Topics,180NU,WOS:000247373100040,17538624,No,Y,N,11/20/17
J,"Borra, EF; Seddiki, O; Angel, R; Eisenstein, D; Hickson, P; Seddon, KR; Worden, SP",,,,"Borra, Ermanno F.; Seddiki, Omar; Angel, Roger; Eisenstein, Daniel; Hickson, Paul; Seddon, Kenneth R.; Worden, Simon P.",,,Deposition of metal films on an ionic liquid as a basis for a lunar telescope,NATURE,,,English,Article,,,,,,,MIRROR TELESCOPE; NANOPARTICLES; FRAGMENTATION; BEHAVIOR,"An optical/infrared telescope of 20 - 100 m aperture located on the Moon would be able to observe objects 100 to 1,000 times fainter than the proposed next generation of space telescopes(1). The infrared region of the spectrum is particularly important for observations of objects at redshifts z > 7. The apparent simplicity and low mass of a liquid mirror telescope, compared with a traditional pointable glass mirror, suggest that the concept should be considered further. A previously proposed liquid mirror telescope, based upon a spinning liquid metallic alloy(2), is not appropriate for infrared applications, which will require a liquid below 130 K. Here we report the successful coating of an ionic liquid with silver. The surface is smooth and the silver coating is stable on a timescale of months. The underlying ionic liquid does not evaporate in a vacuum and remains liquid down to a temperature of 175 K. Given that there are similar to 10(6) simple and similar to 10(18) ternary ionic liquids, it should be possible to synthesize liquids with even lower melting temperatures.","Univ Laval, Ctr Opt Photon & Laser, Dept Phys Genie Phys & Opt, Quebec City, PQ G1K 7P4, Canada; Univ Arizona, Steward Observ, Tucson, AZ USA; Univ British Columbia, Dept Phys & Astron, Vancouver, BC V6T 1Z1, Canada; Queens Univ Belfast, QUILL Ctr, Belfast BT9 5AG, Antrim, North Ireland; NASA, Ames Res Ctr, Off Director, Moffett Field, CA 94035 USA","Borra, EF (reprint author), Univ Laval, Ctr Opt Photon & Laser, Dept Phys Genie Phys & Opt, Quebec City, PQ G1K 7P4, Canada.",borra@phy.ulaval.ca,,,,,,27,155,161,9,85,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,21-Jun,2007,447,7147,,,,,979,981,,10.1038/nature05909,,3,Multidisciplinary Sciences,Science & Technology - Other Topics,180NU,WOS:000247373100041,17581579,No,,,11/20/17
J,"Roman-Leshkov, Y; Barrett, CJ; Liu, ZY; Dumesic, JA",,,,"Roman-Leshkov, Yuriy; Barrett, Christopher J.; Liu, Zhen Y.; Dumesic, James A.",,,Production of dimethylfuran for liquid fuels from biomass-derived carbohydrates,NATURE,,,English,Article,,,,,,,SUPPORTED COPPER; HYDROGENATION; CATALYSTS; FRUCTOSE; 2-METHYLFURAN; EQUILIBRIA; MEDIA,"Diminishing fossil fuel reserves and growing concerns about global warming indicate that sustainable sources of energy are needed in the near future. For fuels to be useful in the transportation sector, they must have specific physical properties that allow for efficient distribution, storage and combustion; these properties are currently fulfilled by non-renewable petroleum-derived liquid fuels. Ethanol, the only renewable liquid fuel currently produced in large quantities, suffers from several limitations, including low energy density, high volatility, and contamination by the absorption of water from the atmosphere. Here we present a catalytic strategy for the production of 2,5-dimethylfuran from fructose ( a carbohydrate obtained directly from biomass or by the isomerization of glucose) for use as a liquid transportation fuel. Compared to ethanol, 2,5-dimethylfuran has a higher energy density ( by 40 per cent), a higher boiling point ( by 20 K), and is not soluble in water. This catalytic strategy creates a route for transforming abundant renewable biomass resources(1,2) into a liquid fuel suitable for the transportation sector, and may diminish our reliance on petroleum.","Univ Wisconsin, Dept Biol & Chem Engn, Madison, WI 53706 USA","Dumesic, JA (reprint author), Univ Wisconsin, Dept Biol & Chem Engn, Madison, WI 53706 USA.",dumesic@engr.wisc.edu,"Roman-Leshkov, Yuriy/E-1387-2014","Roman-Leshkov, Yuriy/0000-0002-0025-4233",,,,25,1049,1101,40,583,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,21-Jun,2007,447,7147,,,,,982,U5,,10.1038/nature05923,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,180NU,WOS:000247373100042,17581580,No,Y,N,11/20/17
J,"Jakobsson, M; Backman, J; Rudels, B; Nycander, J; Frank, M; Mayer, L; Jokat, W; Sangiorgi, F; O'Regan, M; Brinkhuis, H; King, J; Moran, K",,,,"Jakobsson, Martin; Backman, Jan; Rudels, Bert; Nycander, Jonas; Frank, Martin; Mayer, Larry; Jokat, Wilfried; Sangiorgi, Francesca; O'Regan, Matthew; Brinkhuis, Henk; King, John; Moran, Kathryn",,,The early Miocene onset of a ventilated circulation regime in the Arctic Ocean,NATURE,,,English,Article,,,,,,,LOMONOSOV RIDGE; FRAM STRAIT; BASIN,"Deep-water formation in the northern North Atlantic Ocean and the Arctic Ocean is a key driver of the global thermohaline circulation and hence also of global climate(1). Deciphering the history of the circulation regime in the Arctic Ocean has long been prevented by the lack of data from cores of Cenozoic sediments from the Arctic's deep-sea floor. Similarly, the timing of the opening of a connection between the northern North Atlantic and the Arctic Ocean, permitting deep-water exchange, has been poorly constrained. This situation changed when the first drill cores were recovered from the central Arctic Ocean(2). Here we use these cores to show that the transition from poorly oxygenated to fully oxygenated ('ventilated') conditions in the Arctic Ocean occurred during the later part of early Miocene times. We attribute this pronounced change in ventilation regime to the opening of the Fram Strait. A palaeo-geographic and palaeo-bathymetric reconstruction of the Arctic Ocean, together with a physical oceanographic analysis of the evolving strait and sill conditions in the Fram Strait, suggests that the Arctic Ocean went from an oxygen-poor 'lake stage', to a transitional 'estuarine sea' phase with variable ventilation, and finally to the fully ventilated 'ocean' phase 17.5 Myr ago. The timing of this palaeo-oceanographic change coincides with the onset of the middle Miocene climatic optimum(3), although it remains unclear if there is a causal relationship between these two events.","Stockholm Univ, Dept Geol & Geochem, SE-10691 Stockholm, Sweden; Stockholm Univ, Dept Meteorol, SE-10691 Stockholm, Sweden; Finnish Inst Marine Res, FI-00561 Helsinki, Finland; Univ Kiel, IFM GEOMAR, Leibniz Inst MArine Sci, DE-24148 Kiel, Germany; Univ New Hampshire, Ctr Coastal & Ocean Mapping, Durham, NH 03824 USA; Alfred Wegener Inst Polar Res, DE-27570 Bremerhaven, Germany; Univ Utrecht, Palaeobot & Palynol Lab, NL-3584 Utrecht, Netherlands; Univ Rhode Isl, Grad Sch Oceanog, Narragansett, RI 02882 USA","Jakobsson, M (reprint author), Stockholm Univ, Dept Geol & Geochem, SE-10691 Stockholm, Sweden.",martin.jakobsson@geo.su.se,"O'Regan, Matt/B-2157-2010; Jakobsson, Martin/F-6214-2010; Brinkhuis, Henk/B-4223-2009; Nycander, Jonas/E-1334-2011","Jakobsson, Martin/0000-0002-9033-3559; Jokat, Wilfried/0000-0002-7793-5854; Nycander, Jonas/0000-0002-4414-6859; O'Regan, Matt/0000-0002-6046-1488; Mayer, Larry/0000-0003-1846-5140",,,,29,115,117,3,22,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,1476-4687,,NATURE,Nature,21-Jun,2007,447,7147,,,,,986,990,,10.1038/nature05924,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,180NU,WOS:000247373100043,17581581,No,,,11/20/17
