,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA,c_fname,c_lname,gender,probability,count,scholar_id,citedby
136,J,"Johnson, PA; Savage, H; Knuth, M; Gomberg, J; Marone, C",,,,"Johnson, Paul A.; Savage, Heather; Knuth, Matt; Gomberg, Joan; Marone, Chris",,,Effects of acoustic waves on stick-slip in granular media and implications for earthquakes,NATURE,,,English,Article,,,,,,,SEISMICITY; STRESS; DEFORMATIONS; CALIFORNIA; FRICTION,"It remains unknown how the small strains induced by seismic waves can trigger earthquakes at large distances, in some cases thousands of kilometres from the triggering earthquake, with failure often occurring long after the waves have passed(1-6). Earthquake nucleation is usually observed to take place at depths of 10 - 20 km, and so static overburden should be large enough to inhibit triggering by seismic- wave stress perturbations. To understand the physics of dynamic triggering better, as well as the influence of dynamic stressing on earthquake recurrence, we have conducted laboratory studies of stick - slip in granular media with and without applied acoustic vibration. Glass beads were used to simulate granular fault zone material, sheared under constant normal stress, and subject to transient or continuous perturbation by acoustic waves. Here we show that small- magnitude failure events, corresponding to triggered aftershocks, occur when applied sound- wave amplitudes exceed several microstrain. These events are frequently delayed or occur as part of a cascade of small events. Vibrations also cause large slip events to be disrupted in time relative to those without wave perturbation. The effects are observed for many large- event cycles after vibrations cease, indicating a strain memory in the granular material. Dynamic stressing of tectonic faults may play a similar role in determining the complexity of earthquake recurrence.","[Johnson, Paul A.] Los Alamos Natl Lab, Geophys Grp EES11, Los Alamos, NM 87545 USA; [Savage, Heather; Knuth, Matt; Marone, Chris] Penn State Univ, Dept Geosci, University Pk, PA 16802 USA; [Savage, Heather] Univ Calif Santa Cruz, Dept Earth & Planetary Sci, Santa Cruz, CA 95064 USA; [Knuth, Matt] Univ Wisconsin, Dept Geol & Geophys, Madison, WI 53706 USA; [Gomberg, Joan] Univ Washington, Dept Earth & Space Sci, US Geol Survey, Seattle, WA 98195 USA","Johnson, PA (reprint author), Los Alamos Natl Lab, Geophys Grp EES11, MS D443, Los Alamos, NM 87545 USA.",paj@lanl.gov,,"Johnson, Paul/0000-0002-0927-4003",,,,17,83,87,1,36,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,3-Jan,2008,451,7174,,,,,57,U5,,10.1038/nature06440,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,247KZ,WOS:000252079300032,18172496.0,No,,,11/20/17,chris,marone,male,0.93,8631,dQnMIVcAAAAJ,9283
137,J,"Huber, D; Petreanu, L; Ghitani, N; Ranade, S; Hromadka, T; Mainen, Z; Svoboda, K",,,,"Huber, Daniel; Petreanu, Leopoldo; Ghitani, Nima; Ranade, Sachin; Hromadka, Tomas; Mainen, Zach; Svoboda, Karel",,,Sparse optical microstimulation in barrel cortex drives learned behaviour in freely moving mice,NATURE,,,English,Article,,,,,,,LIGHT-INDUCED ACTIVATION; ELECTRICAL-STIMULATION; SOMATOSENSORY CORTEX; CORTICAL MICROSTIMULATION; TRANSGENIC MICE; IN-VIVO; NEURONS; CHANNELRHODOPSIN-2; RESPONSES; PHOTOSTIMULATION,"Electrical microstimulation can establish causal links between the activity of groups of neurons and perceptual and cognitive functions(1-6). However, the number and identities of neurons microstimulated, as well as the number of action potentials evoked, are difficult to ascertain(7,8). To address these issues we introduced the light- gated algal channel channelrhodopsin- 2 (ChR2)(9) specifically into a small fraction of layer 2/3 neurons of the mouse primary somatosensory cortex. ChR2 photostimulation in vivo reliably generated stimulus- locked action potentials(10-13) at frequencies up to 50 Hz. Here we show that naive mice readily learned to detect brief trains of action potentials ( five light pulses, 1 ms, 20 Hz). After training, mice could detect a photostimulus firing a single action potential in approximately 300 neurons. Even fewer neurons ( approximately 60) were required for longer stimuli ( five action potentials, 250 ms). Our results show that perceptual decisions and learning can be driven by extremely brief epochs of cortical activity in a sparse subset of supragranular cortical pyramidal neurons.","[Huber, Daniel; Petreanu, Leopoldo; Ghitani, Nima; Svoboda, Karel] Howard Hughes Med Inst, Ashburn, VA 20147 USA; [Huber, Daniel; Petreanu, Leopoldo; Ranade, Sachin; Hromadka, Tomas; Mainen, Zach; Svoboda, Karel] Cold Spring Harbor Lab, Cold Spring Harbor, NY 11724 USA","Svoboda, K (reprint author), Howard Hughes Med Inst, Janelia Farm Res Campus, Ashburn, VA 20147 USA.",svobodak@janelia.hhmi.org,"Huber, Daniel/C-2932-2013","Ranade, Sachin/0000-0002-5150-5776; Petreanu, Leopoldo/0000-0003-1434-4691; Mainen, Zachary/0000-0001-7913-9109",Howard Hughes Medical Institute,,,30,273,276,2,43,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,3-Jan,2008,451,7174,,,,,61,U7,,10.1038/nature06445,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,247KZ,WOS:000252079300033,18094685.0,No,,,11/20/17,karel,svoboda,male,0.92,90,HTuwJ_EAAAAJ,40813
138,J,"Houweling, AR; Brecht, M",,,,"Houweling, Arthur R.; Brecht, Michael",,,Behavioural report of single neuron stimulation in somatosensory cortex,NATURE,,,English,Article,,,,,,,IN-VIVO; CORTICAL MICROSTIMULATION; NEOCORTICAL NEURONS; WHISKER DEFLECTION; RECEPTIVE-FIELDS; PYRAMIDAL CELLS; RAT; REPRESENTATION; DISCRIMINATION; POPULATION,"Understanding how neural activity in sensory cortices relates to perception is a central theme of neuroscience. Action potentials of sensory cortical neurons can be strongly correlated to properties of sensory stimuli(1) and reflect the subjective judgements of an individual about stimuli(2). Microstimulation experiments have established a direct link from sensory activity to behaviour(3,4), suggesting that small neuronal populations can influence sensory decisions(5). However, microstimulation does not allow identification and quantification of the stimulated cellular elements(6). The sensory impact of individual cortical neurons therefore remains unknown. Here we show that stimulation of single neurons in somatosensory cortex affects behavioural responses in a detection task. We trained rats to respond to microstimulation of barrel cortex at low current intensities. We then initiated short trains of action potentials in single neurons by juxtacellular stimulation. Animals responded significantly more often in single- cell stimulation trials than in catch trials without stimulation. Stimulation effects varied greatly between cells, and on average in 5% of trials a response was induced. Whereas stimulation of putative excitatory neurons led to weak biases towards responding, stimulation of putative inhibitory neurons led to more variable and stronger sensory effects. Reaction times for single- cell stimulation were long and variable. Our results demonstrate that single neuron activity can cause a change in the animal's detection behaviour, suggesting a much sparser cortical code for sensations than previously anticipated.","[Houweling, Arthur R.; Brecht, Michael] Bernstein Ctr Computat Neurosci, D-10115 Berlin, Germany; [Houweling, Arthur R.; Brecht, Michael] Humboldt Univ, D-10115 Berlin, Germany; [Houweling, Arthur R.; Brecht, Michael] Erasmus MC, Dept Neurosci, NL-3000 CA Rotterdam, Netherlands","Houweling, AR (reprint author), Bernstein Ctr Computat Neurosci, Philippstr 13,House 6, D-10115 Berlin, Germany.",arthur.houweling@bccn-berlin.de; michael.brecht@bccn-berlin.de,,,,,,31,194,195,4,36,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,3-Jan,2008,451,7174,,,,,65,U8,,10.1038/nature06447,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,247KZ,WOS:000252079300034,18094684.0,No,,,11/20/17,michael,brecht,male,1,11094,na,na
139,J,"Xu, SZ; Sukumar, P; Zeng, FN; Li, J; Jairaman, A; English, A; Naylor, J; Ciurtin, C; Majeed, Y; Milligan, CJ; Bahnasi, YM; Al-Shawaf, E; Porter, KE; Jiang, LH; Emery, P; Sivaprasadarao, A; Beech, DJ",,,,"Xu, Shang-Zhong; Sukumar, Piruthivi; Zeng, Fanning; Li, Jing; Jairaman, Amit; English, Anne; Naylor, Jacqueline; Ciurtin, Coziana; Majeed, Yasser; Milligan, Carol J.; Bahnasi, Yahya M.; Al-Shawaf, Eman; Porter, Karen E.; Jiang, Lin-Hua; Emery, Paul; Sivaprasadarao, Asipu; Beech, David J.",,,TRPC channel activation by extracellular thioredoxin,NATURE,,,English,Article,,,,,,,RHEUMATOID-ARTHRITIS; OXIDATIVE STRESS; CATION CHANNELS; REDUCTASE; CELL; SUBUNIT; DISEASE; BRAIN,"Mammalian homologues of Drosophila melanogaster transient receptor potential ( TRP) are a large family of multimeric cation channels that act, or putatively act, as sensors of one or more chemical factor(1,2). Major research objectives are the identification of endogenous activators and the determination of cellular and tissue functions of these channels. Here we show the activation of TRPC5 ( canonical TRP 5) homomultimeric and TRPC5-TRPC1 heteromultimeric channels(3-5) by extracellular reduced thioredoxin, which acts by breaking a disulphide bridge in the predicted extracellular loop adjacent to the ion- selectivity filter of TRPC5. Thioredoxin is an endogenous redox protein with established intracellular functions, but it is also secreted and its extracellular targets are largely unknown(6-9). Particularly high extracellular concentrations of thioredoxin are apparent in rheumatoid arthritis(8,10-12), an inflammatory joint disease that disables millions of people worldwide(13). We show that TRPC5 and TRPC1 are expressed in secretory fibroblast- like synoviocytes from patients with rheumatoid arthritis, that endogenous TRPC5 - TRPC1 channels of the cells are activated by reduced thioredoxin, and that blockade of the channels enhances secretory activity and prevents the suppression of secretion by thioredoxin. The data indicate the presence of a previously unrecognized ion- channel activation mechanism that couples extracellular thioredoxin to cell function.","[Xu, Shang-Zhong; Sukumar, Piruthivi; Zeng, Fanning; Li, Jing; Jairaman, Amit; Naylor, Jacqueline; Ciurtin, Coziana; Majeed, Yasser; Milligan, Carol J.; Bahnasi, Yahya M.; Al-Shawaf, Eman; Jiang, Lin-Hua; Sivaprasadarao, Asipu; Beech, David J.] Univ Leeds, Fac Biol Sci, Inst Membrane & Syst Biol, Leeds LS2 9JT, W Yorkshire, England; [Porter, Karen E.] Univ Leeds, Sch Med, Leeds LS2 9JT, W Yorkshire, England; [English, Anne; Emery, Paul] Chapel Allerton Hosp, Acad Unit Musculoskeletal Dis, Leeds LS7 4SA, W Yorkshire, England","Beech, DJ (reprint author), Univ Leeds, Fac Biol Sci, Inst Membrane & Syst Biol, Garstang Bldg, Leeds LS2 9JT, W Yorkshire, England.",d.j.beech@leeds.ac.uk,"Jiang, Lin-Hua/D-2030-2010; Xu, Shang-Zhong/P-2807-2015","Jiang, Lin-Hua/0000-0001-6398-0411; Ciurtin, Coziana/0000-0002-8911-4113; Xu, Shang-Zhong/0000-0002-7295-9347","Arthritis Research UK [18475]; Biotechnology and Biological Sciences Research Council [BB/D524875/1]; Wellcome Trust [, 077424, 083857]",,,27,152,155,0,18,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,1476-4687,,NATURE,Nature,3-Jan,2008,451,7174,,,,,69,U9,,10.1038/nature06414,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,247KZ,WOS:000252079300035,18172497.0,No,,,11/20/17,david j.,beech,na,na,na,na,na
140,J,"Sussan, TE; Yang, AN; Li, F; Ostrowski, MC; Reeves, RH",,,,"Sussan, Thomas E.; Yang, Annan; Li, Fu; Ostrowski, Michael C.; Reeves, Roger H.",,,Trisomy represses Apc(Min)-mediated tumours in mouse models of Down's syndrome,NATURE,,,English,Article,,,,,,,INTESTINAL NEOPLASIA; CANCER INCIDENCE; MAJOR MODIFIER; MORTALITY; GROWTH; GENE; ANGIOGENESIS; LOCUS,"Epidemiological studies spanning more than 50 yr reach conflicting conclusions as to whether there is a lower incidence of solid tumours in people with trisomy 21 ( Down's syndrome)(1,2). We used mouse models of Down's syndrome and of cancer in a biological approach to investigate the relationship between trisomy and the incidence of intestinal tumours. Apc(Min)-mediated tumour number was determined in aneuploid mouse models Ts65Dn, Ts1Rhr and Ms1Rhr. Trisomy for orthologues of about half of the genes on chromosome 21 ( Hsa21) in Ts65Dn mice or just 33 of these genes in Ts1Rhr mice resulted in a significant reduction in the number of intestinal tumours. In Ms1Rhr, segmental monosomy for the same 33 genes that are triplicated in Ts1Rhr resulted in an increased number of tumours. Further studies demonstrated that the Ets2 gene contributed most of the dosage- sensitive effect on intestinal tumour number. The action of Ets2 as a repressor when it is overexpressed differs from tumour suppression, which requires normal gene function to prevent cellular transformation. Upregulation of Ets2 and, potentially, other genes involved in this kind of protective effect may provide a prophylactic effect in all individuals, regardless of ploidy.","[Sussan, Thomas E.; Yang, Annan; Reeves, Roger H.] Johns Hopkins Univ, Sch Med, Dept Physiol, Baltimore, MD 21205 USA; [Sussan, Thomas E.; Yang, Annan; Reeves, Roger H.] Johns Hopkins Univ, Sch Med, Inst Med Genet, Baltimore, MD 21205 USA; [Li, Fu; Ostrowski, Michael C.] Ohio State Univ, Dept Mol & Cellular Biochem, Columbus, OH 43210 USA","Reeves, RH (reprint author), Johns Hopkins Univ, Sch Med, Dept Physiol, Baltimore, MD 21205 USA.",rreeves@jhmi.edu,"Li, Fu/E-7072-2011; Ostrowski, Michael/H-3108-2011","Ostrowski, Michael/0000-0003-2948-6297",NCI NIH HHS [R01 CA053271],,,21,101,107,0,2,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,3-Jan,2008,451,7174,,,,,73,U10,,10.1038/nature06446,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,247KZ,WOS:000252079300036,18172498.0,No,,,11/20/17,roger h.,reeves,na,na,na,na,na
141,J,"Colaluca, IN; Tosoni, D; Nuciforo, P; Senic-Matuglia, F; Galimberti, V; Viale, G; Pece, S; Di Fiore, PP",,,,"Colaluca, Ivan N.; Tosoni, Daniela; Nuciforo, Paolo; Senic-Matuglia, Francesca; Galimberti, Viviana; Viale, Giuseppe; Pece, Salvatore; Di Fiore, Pier Paolo",,,NUMB controls p53 tumour suppressor activity,NATURE,,,English,Article,,,,,,,ASYMMETRIC CELL-DIVISION; BREAST-CANCER; NEGATIVE REGULATION; ENDOCYTIC PROTEIN; ALPHA-ADAPTIN; HISTONE H2AX; STEM-CELLS; MDM2; EXPRESSION; GENE,"NUMB is a cell fate determinant, which, by asymmetrically partitioning at mitosis, controls cell fate choices by antagonising the activity of the plasma membrane receptor of the NOTCH family(1). NUMB is also an endocytic protein(2), and the NOTCH-NUMB counteraction has been linked to this function(3,4). There might be, however, additional functions of NUMB, as witnessed by its proposed role as a tumour suppressor in breast cancer(5). Here we describe a previously unknown function for human NUMB as a regulator of tumour protein p53 ( also known as TP53). NUMB enters in a tricomplex with p53 and the E3 ubiquitin ligase HDM2( also known as MDM2), thereby preventing ubiquitination and degradation of p53. This results in increased p53 protein levels and activity, and in regulation of p53- dependent phenotypes. In breast cancers there is frequent loss of NUMB expression(5). We show that, in primary breast tumour cells, this event causes decreased p53 levels and increased chemoresistance. In breast cancers, loss of NUMB expression causes increased activity of the receptor NOTCH5. Thus, in these cancers, a single event - loss of NUMB expression - determines activation of an oncogene ( NOTCH) and attenuation of the p53 tumour suppressor pathway. Biologically, this results in an aggressive tumour phenotype, as witnessed by findings that NUMB- defective breast tumours display poor prognosis. Our results uncover a previously unknown tumour suppressor circuitry.","[Colaluca, Ivan N.; Tosoni, Daniela; Nuciforo, Paolo; Senic-Matuglia, Francesca; Pece, Salvatore; Di Fiore, Pier Paolo] FIRC Inst Mol Oncol Fdn, IFOM, I-20139 Milan, Italy; [Colaluca, Ivan N.; Tosoni, Daniela; Galimberti, Viviana; Viale, Giuseppe; Pece, Salvatore; Di Fiore, Pier Paolo] European Inst Oncol, I-20141 Milan, Italy; [Viale, Giuseppe; Pece, Salvatore; Di Fiore, Pier Paolo] Univ Milan, Dipartimento Med Chirurg & Odontoiatria, I-20122 Milan, Italy","Pece, S (reprint author), FIRC Inst Mol Oncol Fdn, IFOM, Via Adamello 16, I-20139 Milan, Italy.",salvatore.pece@ifom-ieo-campus.it; pierpaolo.difiore@ifom-ieo-campus.it,"Pece, Salvatore/B-9609-2013; Tosoni, Daniela/K-4524-2014; Di Fiore, Pier Paolo/K-2130-2012","Pece, Salvatore/0000-0003-1764-3929; Di Fiore, Pier Paolo/0000-0002-2252-0950; Nuciforo, Paolo/0000-0003-1380-0990",Associazione Italiana per la Ricerca sul Cancro,,,32,211,239,0,22,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,3-Jan,2008,451,7174,,,,,76,U11,,10.1038/nature06412,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,247KZ,WOS:000252079300037,18172499.0,No,,,11/20/17,pier paolo,di fiore,male,1,3,Gm7qnecAAAAJ,31841
142,J,"Ahel, I; Ahel, D; Matsusaka, T; Clark, AJ; Pines, J; Boulton, SJ; West, SC",,,,"Ahel, Ivan; Ahel, Dragana; Matsusaka, Takahiro; Clark, Allison J.; Pines, Jonathon; Boulton, Simon J.; West, Stephen C.",,,Poly(ADP-ribose)-binding zinc finger motifs in DNA repair/checkpoint proteins,NATURE,,,English,Article,,,,,,,VERTEBRATE SOMATIC-CELLS; DAMAGE CHECKPOINT; MAMMALIAN-CELLS; STRAND BREAKS; CHFR; ENTRY; POLY(ADP-RIBOSYL)ATION; POLYMERASE; RESPONSES; PROPHASE,"Post- translational modification ( PTM) of proteins plays an important part in mediating protein interactions and/ or the recruitment of specific protein targets(1,2). PTM can be mediated by the addition of functional groups ( for example, acetylation or phosphorylation), peptides ( for example, ubiquitylation or sumoylation), or nucleotides ( for example, poly( ADP- ribosyl) ation). Poly( ADP- ribosyl) ation often involves the addition of long chains of ADP- ribose units, linked by glycosidic ribose - ribose bonds(3), and is critical for a wide range of processes, including DNA repair, regulation of chromosome structure, transcriptional regulation, mitosis and apoptosis(4). Here we identify a novel poly( ADP- ribose)- binding zinc finger ( PBZ) motif in a number of eukaryotic proteins involved in the DNA damage response and checkpoint regulation. The PBZ motif is also required for posttranslational poly( ADP- ribosyl) ation. We demonstrate interaction of poly( ADP- ribose) with this motif in two representative human proteins, APLF ( aprataxin PNK- like factor) and CHFR ( checkpoint protein with FHA and RING domains), and show that the actions of CHFR in the antephase checkpoint are abrogated by mutations in PBZ or by inhibition of poly( ADP- ribose) synthesis.","[Ahel, Dragana; Clark, Allison J.; Boulton, Simon J.] Canc Res UK London Res Inst, Clare Hall Labs, DNA Damage Response Lab, S Mimms EN6 3LD, Herts, England; [Ahel, Ivan; West, Stephen C.] Canc Res UK London Res Inst, Clare Hall Labs, Genet Recombinat Lab, S Mimms EN6 3LD, Herts, England; [Matsusaka, Takahiro; Pines, Jonathon] Wellcome Trust Canc Res UK Gurdon Inst, Cambridge CB2 1QR, England","Boulton, SJ (reprint author), Canc Res UK London Res Inst, Clare Hall Labs, DNA Damage Response Lab, S Mimms EN6 3LD, Herts, England.",simon.boulton@cancer.org.uk; stephen.west@cancer.org.uk,,"Pines, Jonathon/0000-0002-5227-6004; West, Stephen/0000-0001-8848-9418",,,,26,212,219,2,34,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,3-Jan,2008,451,7174,,,,,81,U12,,10.1038/nature06420,,6,Multidisciplinary Sciences,Science & Technology - Other Topics,247KZ,WOS:000252079300038,18172500.0,No,,,11/20/17,stephen c.,west,na,na,na,na,na
143,J,"Atsumi, S; Hanai, T; Liao, JC",,,,"Atsumi, Shota; Hanai, Taizo; Liao, James C.",,,Non-fermentative pathways for synthesis of branched-chain higher alcohols as biofuels,NATURE,,,English,Article,,,,,,,"SACCHAROMYCES-CEREVISIAE; ESCHERICHIA-COLI; AMINO-ACIDS; CLOSTRIDIUM-ACETOBUTYLICUM; MOLECULAR CHARACTERIZATION; ISOLEUCINE BIOSYNTHESIS; DECARBOXYLASE; METABOLISM; GENE; 1,3-PROPANEDIOL","Global energy and environmental problems have stimulated increased efforts towards synthesizing biofuels from renewable resources(1-3). Compared to the traditional biofuel, ethanol, higher alcohols offer advantages as gasoline substitutes because of their higher energy density and lower hygroscopicity. In addition, branched- chain alcohols have higher octane numbers compared with their straight- chain counterparts. However, these alcohols cannot be synthesized economically using native organisms. Here we present a metabolic engineering approach using Escherichia coli to produce higher alcohols including isobutanol, 1-butanol, 2- methyl- 1- butanol, 3- methyl- 1- butanol and 2- phenylethanol from glucose, a renewable carbon source. This strategy uses the host's highly active amino acid biosynthetic pathway and diverts its 2- keto acid intermediates for alcohol synthesis. In particular, we have achieved high- yield, high- specificity production of isobutanol from glucose. The strategy enables the exploration of biofuels beyond those naturally accumulated to high quantities in microbial fermentation.","[Atsumi, Shota; Hanai, Taizo; Liao, James C.] Univ Calif Los Angeles, Dept Chem & Biomol Engn, Los Angeles, CA 90095 USA; [Liao, James C.] Univ Calif Los Angeles, UCLA DOE Inst Genom & Proteom, Los Angeles, CA 90095 USA","Liao, JC (reprint author), Univ Calif Los Angeles, Dept Chem & Biomol Engn, 5531 Boelter Hall,420 Westwood Plaza, Los Angeles, CA 90095 USA.",liaoj@seas.ucla.edu,,"Atsumi, Shota/0000-0002-5782-4196",,,,30,910,966,22,459,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,3-Jan,2008,451,7174,,,,,86,U13,,10.1038/nature06450,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,247KZ,WOS:000252079300039,18172501.0,No,Y,N,11/20/17,james c.,liao,na,na,na,na,na
144,J,"Beebe, K; Mock, M; Merriman, E; Schimmel, P",,,,"Beebe, Kirk; Mock, Marissa; Merriman, Eve; Schimmel, Paul",,,Distinct domains of tRNA synthetase recognize the same base pair,NATURE,,,English,Article,,,,,,,HAEMOPHILUS-INFLUENZAE YBAK; AMINO-ACID; ESCHERICHIA-COLI; MAJOR DETERMINANT; CRYSTAL-STRUCTURE; CELL VIABILITY; GENETIC-CODE; DISCRIMINATION; IDENTITY; MISTRANSLATION,"Synthesis of proteins containing errors ( mistranslation) is prevented by aminoacyl transfer RNA synthetases through their accurate aminoacylation of cognate tRNAs and their ability to correct occasional errors of aminoacylation by editing reactions(1-5). A principal source of mistranslation comes from mistaking glycine or serine for alanine, which can lead to serious cell and animal pathologies, including neurodegeneration(3). A single specific GNU base pair ( G3 center dot U70) marks a tRNA for aminoacylation by alanyl-tRNA synthetase(6-9). Mistranslation occurs when glycine or serine is joined to the G3 center dot U70- containing tRNAs, and is prevented by the editing activity that clears the mischarged amino acid. Previously it was assumed that the specificity for recognition of tRNA(Ala) for editing was provided by the same structural determinants as used for aminoacylation. Here we show that the editing site of alanyl-tRNA synthetase, as an artificial recombinant fragment, targets mischarged tRNA(Ala) using a structural motif unrelated to that for aminoacylation so that, remarkably, two motifs ( one for aminoacylation and one for editing) in the same enzyme independently can provide determinants for tRNA(Ala) recognition. The structural motif for editing is also found naturally in genome-encoded protein fragments that are widely distributed in evolution(10-12). These also recognize mischarged tRNA(Ala). Thus, through evolution, three different complexes with the same tRNA can guard against mistaking glycine or serine for alanine.","[Beebe, Kirk; Mock, Marissa; Merriman, Eve; Schimmel, Paul] Scripps Res Inst, Dept Mol Biol & Chem, La Jolla, CA 92037 USA; [Beebe, Kirk; Mock, Marissa; Merriman, Eve; Schimmel, Paul] Scripps Res Inst, Skaggs Inst Chem Biol, La Jolla, CA 92037 USA","Schimmel, P (reprint author), Scripps Res Inst, Dept Mol Biol & Chem, 10550 N Torrey Pines Rd, La Jolla, CA 92037 USA.",schimmel@scripps.edu,,,,,,29,44,47,0,5,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,3-Jan,2008,451,7174,,,,,90,U14,,10.1038/nature06454,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,247KZ,WOS:000252079300040,18172502.0,No,,,11/20/17,paul,schimmel,male,1,5931,na,na
145,J,"Paukstelis, PJ; Chen, JH; Chase, E; Lambowitz, AM; Golden, BL",,,,"Paukstelis, Paul J.; Chen, Jui-Hui; Chase, Elaine; Lambowitz, Alan M.; Golden, Barbara L.",,,Structure of a tyrosyl-tRNA synthetase splicing factor bound to a group I intron RNA,NATURE,,,English,Article,,,,,,,NEUROSPORA-CRASSA; CATALYTIC CORE; CRYSTAL-STRUCTURE; CYT-18 PROTEIN; TETRAHYMENA RIBOZYME; TERTIARY STRUCTURE; P4-P6 DOMAIN; BINDING; DEFECTS; PROGRAM,"The 'RNA world' hypothesis holds that during evolution the structural and enzymatic functions initially served by RNA were assumed by proteins, leading to the latter's domination of biological catalysis. This progression can still be seen in modern biology, where ribozymes, such as the ribosome and RNase P, have evolved into protein- dependent RNA catalysts ('RNPzymes'). Similarly, group I introns use RNA- catalysed splicing reactions, but many function as RNPzymes bound to proteins that stabilize their catalytically active RNA structure(1,2). One such protein, the Neurospora crassa mitochondrial tyrosyl- tRNA synthetase ( TyrRS; CYT- 18), is bifunctional and both aminoacylates mitochondrial tRNA(Tyr) and promotes the splicing of mitochondrial group I introns(3). Here we determine a 4.5-angstrom co-crystal structure of the Twort orf142-I2 group I intron ribozyme bound to splicing-active, carboxy- terminally truncated CYT- 18. The structure shows that the group I intron binds across the two subunits of the homodimeric protein with a newly evolved RNA- binding surface distinct from that which binds tRNA(Tyr). This RNA binding surface provides an extended scaffold for the phosphodiester backbone of the conserved catalytic core of the intron RNA, allowing the protein to promote the splicing of a wide variety of group I introns. The group I intron- binding surface includes three small insertions and additional structural adaptations relative to non- splicing bacterial TyrRSs, indicating a multistep adaptation for splicing function. The co- crystal structure provides insight into how CYT- 18 promotes group I intron splicing, how it evolved to have this function, and how proteins could have incrementally replaced RNA structures during the transition from an RNA world to an RNP world.","[Paukstelis, Paul J.; Lambowitz, Alan M.] Univ Texas Austin, Sch Biol Sci, Dept Chem & Biochem, Inst Mol & Cellular Biol, Austin, TX 78712 USA; [Paukstelis, Paul J.; Lambowitz, Alan M.] Univ Texas Austin, Sch Biol Sci, Sect Mol Genet & Microbiol, Austin, TX 78712 USA; [Chen, Jui-Hui; Chase, Elaine; Golden, Barbara L.] Purdue Univ, Dept Biochem, W Lafayette, IN 47907 USA","Lambowitz, AM (reprint author), Univ Texas Austin, Sch Biol Sci, Dept Chem & Biochem, Inst Mol & Cellular Biol, Austin, TX 78712 USA.",lambowitz@mail.utexas.edu; barbgolden@purdue.edu,"Paukstelis, Paul/C-9599-2009; Paukstelis, Paul/D-6320-2011","Golden, Barbara/0000-0002-9741-882X",,,,34,55,56,0,8,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,3-Jan,2008,451,7174,,,,,94,U15,,10.1038/nature06413,,5,Multidisciplinary Sciences,Science & Technology - Other Topics,247KZ,WOS:000252079300041,18172503.0,No,,,11/20/17,barbara l.,golden,na,na,na,na,na
